Gamma     = 0.99 , alpha    = 0.1 , episodes            = 500
n actions = 5    , n states = 605 , n state action pair = 3025

row	 	 x	 	y	 	theta	 	actions	 	best action	 	Q Table Values
2856	 	5	 	-1	 	1.571	 	1	 	1	 	-0.3905
2857	 	5	 	-1	 	1.571	 	2	 	0	 	-0.3994
2858	 	5	 	-1	 	1.571	 	3	 	2	 	-0.3148
2859	 	5	 	-1	 	1.571	 	4	 	0	 	-0.37
2860	 	5	 	-1	 	3.142	 	0	 	0	 	-0.2997
2861	 	5	 	-1	 	3.142	 	1	 	1	 	-0.301
2862	 	5	 	-1	 	3.142	 	2	 	0	 	-1
2863	 	5	 	-1	 	3.142	 	3	 	2	 	-0.2187
2864	 	5	 	-1	 	3.142	 	4	 	0	 	-0.4034
2865	 	5	 	-1	 	4.712	 	0	 	0	 	-1.751
2866	 	5	 	-1	 	4.712	 	1	 	1	 	-1.803
2867	 	5	 	-1	 	4.712	 	2	 	0	 	-1.749
2868	 	5	 	-1	 	4.712	 	3	 	2	 	-2.828
2869	 	5	 	-1	 	4.712	 	4	 	0	 	-1.789
2870	 	5	 	-1	 	6.283	 	0	 	0	 	-1.659
2871	 	5	 	-1	 	6.283	 	1	 	1	 	-6.785
2872	 	5	 	-1	 	6.283	 	2	 	0	 	-1.644
2873	 	5	 	-1	 	6.283	 	3	 	2	 	-1.65
2874	 	5	 	-1	 	6.283	 	4	 	0	 	-6.75
2875	 	5	 	0	 	0	 	0	 	0	 	-0.3994
2876	 	5	 	0	 	0	 	1	 	1	 	-1
2877	 	5	 	0	 	0	 	2	 	0	 	-0.4738
2878	 	5	 	0	 	0	 	3	 	2	 	-1
2879	 	5	 	0	 	0	 	4	 	0	 	-0.4875
2880	 	5	 	0	 	1.571	 	0	 	0	 	-0.3994
2881	 	5	 	0	 	1.571	 	1	 	1	 	-0.4137
2882	 	5	 	0	 	1.571	 	2	 	0	 	-0.4658
2883	 	5	 	0	 	1.571	 	3	 	2	 	-0.4057
2884	 	5	 	0	 	1.571	 	4	 	0	 	-0.457
2885	 	5	 	0	 	3.142	 	0	 	0	 	-0.2997
2886	 	5	 	0	 	3.142	 	1	 	1	 	-0.2927
2887	 	5	 	0	 	3.142	 	2	 	0	 	-1
2888	 	5	 	0	 	3.142	 	3	 	2	 	-0.3338
2889	 	5	 	0	 	3.142	 	4	 	0	 	-0.426
2890	 	5	 	0	 	4.712	 	0	 	0	 	-1.647
2891	 	5	 	0	 	4.712	 	1	 	1	 	-1.581
2892	 	5	 	0	 	4.712	 	2	 	0	 	-1.678
2893	 	5	 	0	 	4.712	 	3	 	2	 	-6.827
2894	 	5	 	0	 	4.712	 	4	 	0	 	-1.548
2895	 	5	 	0	 	6.283	 	0	 	0	 	-1.139
2896	 	5	 	0	 	6.283	 	1	 	1	 	-3.506
2897	 	5	 	0	 	6.283	 	2	 	0	 	-0.07017
2898	 	5	 	0	 	6.283	 	3	 	2	 	-1.2
2899	 	5	 	0	 	6.283	 	4	 	0	 	-4.163
2900	 	5	 	1	 	0	 	0	 	0	 	-0.5985
2901	 	5	 	1	 	0	 	1	 	1	 	-1
2902	 	5	 	1	 	0	 	2	 	0	 	-0.5933
2903	 	5	 	1	 	0	 	3	 	2	 	-1
2904	 	5	 	1	 	0	 	4	 	0	 	-0.6353
2905	 	5	 	1	 	1.571	 	0	 	0	 	-0.499
2906	 	5	 	1	 	1.571	 	1	 	1	 	-0.474
2907	 	5	 	1	 	1.571	 	2	 	0	 	-0.5465
2908	 	5	 	1	 	1.571	 	3	 	2	 	-0.545
2909	 	5	 	1	 	1.571	 	4	 	0	 	-0.4669
2910	 	5	 	1	 	3.142	 	0	 	0	 	-0.3994
2911	 	5	 	1	 	3.142	 	1	 	1	 	-0.4019
2912	 	5	 	1	 	3.142	 	2	 	0	 	-1
2913	 	5	 	1	 	3.142	 	3	 	2	 	-0.4262
2914	 	5	 	1	 	3.142	 	4	 	0	 	-0.3924
2915	 	5	 	1	 	4.712	 	0	 	0	 	-1.845
2916	 	5	 	1	 	4.712	 	1	 	1	 	-1.823
2917	 	5	 	1	 	4.712	 	2	 	0	 	-1.931
2918	 	5	 	1	 	4.712	 	3	 	2	 	-5.886
2919	 	5	 	1	 	4.712	 	4	 	0	 	-1.832
2920	 	5	 	1	 	6.283	 	0	 	0	 	-1.75
2921	 	5	 	1	 	6.283	 	1	 	1	 	-5.303
2922	 	5	 	1	 	6.283	 	2	 	0	 	-1.664
2923	 	5	 	1	 	6.283	 	3	 	2	 	-1.76
2924	 	5	 	1	 	6.283	 	4	 	0	 	-4.177
2925	 	5	 	2	 	0	 	0	 	0	 	-0.4891
2926	 	5	 	2	 	0	 	1	 	1	 	-1
2927	 	5	 	2	 	0	 	2	 	0	 	-0.4974
2928	 	5	 	2	 	0	 	3	 	2	 	-1.9
2929	 	5	 	2	 	0	 	4	 	0	 	-0.5069
2930	 	5	 	2	 	1.571	 	0	 	0	 	-0.499
2931	 	5	 	2	 	1.571	 	1	 	1	 	-0.4749
2932	 	5	 	2	 	1.571	 	2	 	0	 	-0.5069
2933	 	5	 	2	 	1.571	 	3	 	2	 	-0.4989
2934	 	5	 	2	 	1.571	 	4	 	0	 	-0.4725
2935	 	5	 	2	 	3.142	 	0	 	0	 	-0.499
2936	 	5	 	2	 	3.142	 	1	 	1	 	-0.4712
2937	 	5	 	2	 	3.142	 	2	 	0	 	-1
2938	 	5	 	2	 	3.142	 	3	 	2	 	-0.4235
2939	 	5	 	2	 	3.142	 	4	 	0	 	-0.6514
2940	 	5	 	2	 	4.712	 	0	 	0	 	-2.072
2941	 	5	 	2	 	4.712	 	1	 	1	 	-2.005
2942	 	5	 	2	 	4.712	 	2	 	0	 	-2.019
2943	 	5	 	2	 	4.712	 	3	 	2	 	-6.744
2944	 	5	 	2	 	4.712	 	4	 	0	 	-2.091
2945	 	5	 	2	 	6.283	 	0	 	0	 	-1.922
2946	 	5	 	2	 	6.283	 	1	 	1	 	-5.843
2947	 	5	 	2	 	6.283	 	2	 	0	 	-2
2948	 	5	 	2	 	6.283	 	3	 	2	 	-1.94
2949	 	5	 	2	 	6.283	 	4	 	0	 	-2.731
2950	 	5	 	3	 	0	 	0	 	0	 	-0.5985
2951	 	5	 	3	 	0	 	1	 	1	 	-1
2952	 	5	 	3	 	0	 	2	 	0	 	-0.5581
2953	 	5	 	3	 	0	 	3	 	2	 	-1
2954	 	5	 	3	 	0	 	4	 	0	 	-0.601
2955	 	5	 	3	 	1.571	 	0	 	0	 	-0.499
2956	 	5	 	3	 	1.571	 	1	 	1	 	-0.5125
2957	 	5	 	3	 	1.571	 	2	 	0	 	-0.4882
2958	 	5	 	3	 	1.571	 	3	 	2	 	-0.525
2959	 	5	 	3	 	1.571	 	4	 	0	 	-0.5666
2960	 	5	 	3	 	3.142	 	0	 	0	 	-0.3994
2961	 	5	 	3	 	3.142	 	1	 	1	 	-0.4659
2962	 	5	 	3	 	3.142	 	2	 	0	 	-1
2963	 	5	 	3	 	3.142	 	3	 	2	 	-0.4252
2964	 	5	 	3	 	3.142	 	4	 	0	 	-0.6419
2965	 	5	 	3	 	4.712	 	0	 	0	 	-2.144
2966	 	5	 	3	 	4.712	 	1	 	1	 	-2.135
2967	 	5	 	3	 	4.712	 	2	 	0	 	-2.089
2968	 	5	 	3	 	4.712	 	3	 	2	 	-5.796
2969	 	5	 	3	 	4.712	 	4	 	0	 	-2.13
2970	 	5	 	3	 	6.283	 	0	 	0	 	-2.079
2971	 	5	 	3	 	6.283	 	1	 	1	 	-3.576
2972	 	5	 	3	 	6.283	 	2	 	0	 	-2.085
2973	 	5	 	3	 	6.283	 	3	 	2	 	-2.014
2974	 	5	 	3	 	6.283	 	4	 	0	 	-2.918
2975	 	5	 	4	 	0	 	0	 	0	 	-0.499
2976	 	5	 	4	 	0	 	1	 	1	 	-1.91
2977	 	5	 	4	 	0	 	2	 	0	 	-0.4837
2978	 	5	 	4	 	0	 	3	 	2	 	-1
2979	 	5	 	4	 	0	 	4	 	0	 	-0.4991
2980	 	5	 	4	 	1.571	 	0	 	0	 	-0.4891
2981	 	5	 	4	 	1.571	 	1	 	1	 	-0.5898
2982	 	5	 	4	 	1.571	 	2	 	0	 	-0.4895
2983	 	5	 	4	 	1.571	 	3	 	2	 	-0.4948
2984	 	5	 	4	 	1.571	 	4	 	0	 	-0.5539
2985	 	5	 	4	 	3.142	 	0	 	0	 	-0.3994
2986	 	5	 	4	 	3.142	 	1	 	1	 	-0.3906
2987	 	5	 	4	 	3.142	 	2	 	0	 	-1
2988	 	5	 	4	 	3.142	 	3	 	2	 	-0.4418
2989	 	5	 	4	 	3.142	 	4	 	0	 	-0.6217
2990	 	5	 	4	 	4.712	 	0	 	0	 	-2.123
2991	 	5	 	4	 	4.712	 	1	 	1	 	-2.166
2992	 	5	 	4	 	4.712	 	2	 	0	 	-2.173
2993	 	5	 	4	 	4.712	 	3	 	2	 	-3.512
2994	 	5	 	4	 	4.712	 	4	 	0	 	-2.199
2995	 	5	 	4	 	6.283	 	0	 	0	 	-2.149
2996	 	5	 	4	 	6.283	 	1	 	1	 	-2.809
2997	 	5	 	4	 	6.283	 	2	 	0	 	-2.186
2998	 	5	 	4	 	6.283	 	3	 	2	 	-2.115
2999	 	5	 	4	 	6.283	 	4	 	0	 	-4.348
3000	 	5	 	5	 	0	 	0	 	0	 	-0.7972
3001	 	5	 	5	 	0	 	1	 	1	 	-1
3002	 	5	 	5	 	0	 	2	 	0	 	-0.8034
3003	 	5	 	5	 	0	 	3	 	2	 	-1
3004	 	5	 	5	 	0	 	4	 	0	 	-0.7609
3005	 	5	 	5	 	1.571	 	0	 	0	 	-0.5886
3006	 	5	 	5	 	1.571	 	1	 	1	 	-1
3007	 	5	 	5	 	1.571	 	2	 	0	 	-0.5853
3008	 	5	 	5	 	1.571	 	3	 	2	 	-0.6388
3009	 	5	 	5	 	1.571	 	4	 	0	 	-0.6704
3010	 	5	 	5	 	3.142	 	0	 	0	 	-0.499
3011	 	5	 	5	 	3.142	 	1	 	1	 	-0.5747
3012	 	5	 	5	 	3.142	 	2	 	0	 	-1
3013	 	5	 	5	 	3.142	 	3	 	2	 	-0.5311
3014	 	5	 	5	 	3.142	 	4	 	0	 	-0.7287
3015	 	5	 	5	 	4.712	 	0	 	0	 	-2.177
3016	 	5	 	5	 	4.712	 	1	 	1	 	-2.258
3017	 	5	 	5	 	4.712	 	2	 	0	 	-2.917
3018	 	5	 	5	 	4.712	 	3	 	2	 	-4.303
3019	 	5	 	5	 	4.712	 	4	 	0	 	-2.225
3020	 	5	 	5	 	6.283	 	0	 	0	 	-2.265
3021	 	5	 	5	 	6.283	 	1	 	1	 	-4.853
3022	 	5	 	5	 	6.283	 	2	 	0	 	-2.271
3023	 	5	 	5	 	6.283	 	3	 	2	 	-2.187
3024	 	5	 	5	 	6.283	 	4	 	0	 	-3.616
