Gamma     = 0.99 , alpha    = 0.1 , episodes            = 500
n actions = 5    , n states = 605 , n state action pair = 3025

row	 	 x	 	y	 	theta	 	actions	 	best action	 	Q Table Values
2429	 	3	 	4	 	0	 	4	 	0	 	-0.4974
2430	 	3	 	4	 	1.571	 	0	 	0	 	-0.4891
2431	 	3	 	4	 	1.571	 	1	 	1	 	-0.4971
2432	 	3	 	4	 	1.571	 	2	 	0	 	-0.4898
2433	 	3	 	4	 	1.571	 	3	 	2	 	-0.5143
2434	 	3	 	4	 	1.571	 	4	 	0	 	-0.474
2435	 	3	 	4	 	3.142	 	0	 	0	 	-0.3994
2436	 	3	 	4	 	3.142	 	1	 	1	 	-0.4842
2437	 	3	 	4	 	3.142	 	2	 	0	 	-0.4093
2438	 	3	 	4	 	3.142	 	3	 	2	 	-0.4334
2439	 	3	 	4	 	3.142	 	4	 	0	 	-0.4632
2440	 	3	 	4	 	4.712	 	0	 	0	 	-1.96
2441	 	3	 	4	 	4.712	 	1	 	1	 	-1.985
2442	 	3	 	4	 	4.712	 	2	 	0	 	-2.011
2443	 	3	 	4	 	4.712	 	3	 	2	 	-5.457
2444	 	3	 	4	 	4.712	 	4	 	0	 	-2.032
2445	 	3	 	4	 	6.283	 	0	 	0	 	-1.961
2446	 	3	 	4	 	6.283	 	1	 	1	 	-1.892
2447	 	3	 	4	 	6.283	 	2	 	0	 	-1.947
2448	 	3	 	4	 	6.283	 	3	 	2	 	-1.905
2449	 	3	 	4	 	6.283	 	4	 	0	 	-5.904
2450	 	3	 	5	 	0	 	0	 	0	 	-0.6979
2451	 	3	 	5	 	0	 	1	 	1	 	-0.7108
2452	 	3	 	5	 	0	 	2	 	0	 	-0.7756
2453	 	3	 	5	 	0	 	3	 	2	 	-1
2454	 	3	 	5	 	0	 	4	 	0	 	-0.7732
2455	 	3	 	5	 	1.571	 	0	 	0	 	-0.5886
2456	 	3	 	5	 	1.571	 	1	 	1	 	-1
2457	 	3	 	5	 	1.571	 	2	 	0	 	-0.5741
2458	 	3	 	5	 	1.571	 	3	 	2	 	-0.6179
2459	 	3	 	5	 	1.571	 	4	 	0	 	-0.5879
2460	 	3	 	5	 	3.142	 	0	 	0	 	-0.3994
2461	 	3	 	5	 	3.142	 	1	 	1	 	-0.4819
2462	 	3	 	5	 	3.142	 	2	 	0	 	-0.4006
2463	 	3	 	5	 	3.142	 	3	 	2	 	-0.422
2464	 	3	 	5	 	3.142	 	4	 	0	 	-0.6039
2465	 	3	 	5	 	4.712	 	0	 	0	 	-2.105
2466	 	3	 	5	 	4.712	 	1	 	1	 	-2.15
2467	 	3	 	5	 	4.712	 	2	 	0	 	-2.997
2468	 	3	 	5	 	4.712	 	3	 	2	 	-2.908
2469	 	3	 	5	 	4.712	 	4	 	0	 	-2.121
2470	 	3	 	5	 	6.283	 	0	 	0	 	-2.05
2471	 	3	 	5	 	6.283	 	1	 	1	 	-2.052
2472	 	3	 	5	 	6.283	 	2	 	0	 	-2.008
2473	 	3	 	5	 	6.283	 	3	 	2	 	-2.098
2474	 	3	 	5	 	6.283	 	4	 	0	 	-5.43
2475	 	4	 	-5	 	0	 	0	 	0	 	-0.2997
2476	 	4	 	-5	 	0	 	1	 	1	 	-0.3915
2477	 	4	 	-5	 	0	 	2	 	0	 	-0.3904
2478	 	4	 	-5	 	0	 	3	 	2	 	-1
2479	 	4	 	-5	 	0	 	4	 	0	 	-0.2987
2480	 	4	 	-5	 	1.571	 	0	 	0	 	-0.2997
2481	 	4	 	-5	 	1.571	 	1	 	1	 	-0.2987
2482	 	4	 	-5	 	1.571	 	2	 	0	 	-1
2483	 	4	 	-5	 	1.571	 	3	 	2	 	-0.3247
2484	 	4	 	-5	 	1.571	 	4	 	0	 	-0.2819
2485	 	4	 	-5	 	3.142	 	0	 	0	 	-0.2997
2486	 	4	 	-5	 	3.142	 	1	 	1	 	-0.3006
2487	 	4	 	-5	 	3.142	 	2	 	0	 	-0.2987
2488	 	4	 	-5	 	3.142	 	3	 	2	 	-0.2187
2489	 	4	 	-5	 	3.142	 	4	 	0	 	-0.4795
2490	 	4	 	-5	 	4.712	 	0	 	0	 	-2.16
2491	 	4	 	-5	 	4.712	 	1	 	1	 	-3.52
2492	 	4	 	-5	 	4.712	 	2	 	0	 	-2.087
2493	 	4	 	-5	 	4.712	 	3	 	2	 	-4.798
2494	 	4	 	-5	 	4.712	 	4	 	0	 	-2.172
2495	 	4	 	-5	 	6.283	 	0	 	0	 	-2.103
2496	 	4	 	-5	 	6.283	 	1	 	1	 	-2.18
2497	 	4	 	-5	 	6.283	 	2	 	0	 	-2.118
2498	 	4	 	-5	 	6.283	 	3	 	2	 	-2.13
2499	 	4	 	-5	 	6.283	 	4	 	0	 	-6.233
2500	 	4	 	-4	 	0	 	0	 	0	 	-0.2997
2501	 	4	 	-4	 	0	 	1	 	1	 	-0.3913
2502	 	4	 	-4	 	0	 	2	 	0	 	-0.2997
2503	 	4	 	-4	 	0	 	3	 	2	 	-1
2504	 	4	 	-4	 	0	 	4	 	0	 	-0.3967
2505	 	4	 	-4	 	1.571	 	0	 	0	 	-0.2898
2506	 	4	 	-4	 	1.571	 	1	 	1	 	-0.3238
2507	 	4	 	-4	 	1.571	 	2	 	0	 	-0.3752
2508	 	4	 	-4	 	1.571	 	3	 	2	 	-0.3264
2509	 	4	 	-4	 	1.571	 	4	 	0	 	-0.3747
2510	 	4	 	-4	 	3.142	 	0	 	0	 	-0.2997
2511	 	4	 	-4	 	3.142	 	1	 	1	 	-0.3007
2512	 	4	 	-4	 	3.142	 	2	 	0	 	-0.3007
2513	 	4	 	-4	 	3.142	 	3	 	2	 	-0.3271
2514	 	4	 	-4	 	3.142	 	4	 	0	 	-0.2287
2515	 	4	 	-4	 	4.712	 	0	 	0	 	-1.97
2516	 	4	 	-4	 	4.712	 	1	 	1	 	-2.052
2517	 	4	 	-4	 	4.712	 	2	 	0	 	-1.992
2518	 	4	 	-4	 	4.712	 	3	 	2	 	-4.219
2519	 	4	 	-4	 	4.712	 	4	 	0	 	-2.037
2520	 	4	 	-4	 	6.283	 	0	 	0	 	-2.02
2521	 	4	 	-4	 	6.283	 	1	 	1	 	-2.02
2522	 	4	 	-4	 	6.283	 	2	 	0	 	-2.002
2523	 	4	 	-4	 	6.283	 	3	 	2	 	-2.048
2524	 	4	 	-4	 	6.283	 	4	 	0	 	-2.746
2525	 	4	 	-3	 	0	 	0	 	0	 	-0.2997
2526	 	4	 	-3	 	0	 	1	 	1	 	-0.2908
2527	 	4	 	-3	 	0	 	2	 	0	 	-0.3806
2528	 	4	 	-3	 	0	 	3	 	2	 	-1
2529	 	4	 	-3	 	0	 	4	 	0	 	-0.3887
2530	 	4	 	-3	 	1.571	 	0	 	0	 	-0.2997
2531	 	4	 	-3	 	1.571	 	1	 	1	 	-0.3833
2532	 	4	 	-3	 	1.571	 	2	 	0	 	-0.3753
2533	 	4	 	-3	 	1.571	 	3	 	2	 	-0.2997
2534	 	4	 	-3	 	1.571	 	4	 	0	 	-0.3666
2535	 	4	 	-3	 	3.142	 	0	 	0	 	-0.2997
2536	 	4	 	-3	 	3.142	 	1	 	1	 	-0.2987
2537	 	4	 	-3	 	3.142	 	2	 	0	 	-0.3162
2538	 	4	 	-3	 	3.142	 	3	 	2	 	-0.2187
2539	 	4	 	-3	 	3.142	 	4	 	0	 	-0.3925
2540	 	4	 	-3	 	4.712	 	0	 	0	 	-1.883
2541	 	4	 	-3	 	4.712	 	1	 	1	 	-1.928
2542	 	4	 	-3	 	4.712	 	2	 	0	 	-1.881
2543	 	4	 	-3	 	4.712	 	3	 	2	 	-3.523
2544	 	4	 	-3	 	4.712	 	4	 	0	 	-1.914
2545	 	4	 	-3	 	6.283	 	0	 	0	 	-1.883
2546	 	4	 	-3	 	6.283	 	1	 	1	 	-1.928
2547	 	4	 	-3	 	6.283	 	2	 	0	 	-1.911
2548	 	4	 	-3	 	6.283	 	3	 	2	 	-1.919
2549	 	4	 	-3	 	6.283	 	4	 	0	 	-5.885
2550	 	4	 	-2	 	0	 	0	 	0	 	-0.2997
2551	 	4	 	-2	 	0	 	1	 	1	 	-0.3914
2552	 	4	 	-2	 	0	 	2	 	0	 	-0.3886
2553	 	4	 	-2	 	0	 	3	 	2	 	-1
2554	 	4	 	-2	 	0	 	4	 	0	 	-0.3077
2555	 	4	 	-2	 	1.571	 	0	 	0	 	-0.2997
2556	 	4	 	-2	 	1.571	 	1	 	1	 	-0.4074
2557	 	4	 	-2	 	1.571	 	2	 	0	 	-0.3968
2558	 	4	 	-2	 	1.571	 	3	 	2	 	-0.3167
2559	 	4	 	-2	 	1.571	 	4	 	0	 	-0.3726
2560	 	4	 	-2	 	3.142	 	0	 	0	 	-0.2997
2561	 	4	 	-2	 	3.142	 	1	 	1	 	-0.2987
2562	 	4	 	-2	 	3.142	 	2	 	0	 	-0.3008
2563	 	4	 	-2	 	3.142	 	3	 	2	 	-0.2196
2564	 	4	 	-2	 	3.142	 	4	 	0	 	-0.2217
2565	 	4	 	-2	 	4.712	 	0	 	0	 	-1.785
2566	 	4	 	-2	 	4.712	 	1	 	1	 	-1.718
2567	 	4	 	-2	 	4.712	 	2	 	0	 	-1.737
2568	 	4	 	-2	 	4.712	 	3	 	2	 	-5.278
2569	 	4	 	-2	 	4.712	 	4	 	0	 	-1.802
2570	 	4	 	-2	 	6.283	 	0	 	0	 	-1.785
2571	 	4	 	-2	 	6.283	 	1	 	1	 	-1.77
2572	 	4	 	-2	 	6.283	 	2	 	0	 	-1.766
2573	 	4	 	-2	 	6.283	 	3	 	2	 	-1.766
2574	 	4	 	-2	 	6.283	 	4	 	0	 	-1.961
2575	 	4	 	-1	 	0	 	0	 	0	 	-0.4891
2576	 	4	 	-1	 	0	 	1	 	1	 	-0.3993
2577	 	4	 	-1	 	0	 	2	 	0	 	-0.3994
2578	 	4	 	-1	 	0	 	3	 	2	 	-1
2579	 	4	 	-1	 	0	 	4	 	0	 	-0.4955
2580	 	4	 	-1	 	1.571	 	0	 	0	 	-0.3994
2581	 	4	 	-1	 	1.571	 	1	 	1	 	-0.3992
2582	 	4	 	-1	 	1.571	 	2	 	0	 	-0.4801
2583	 	4	 	-1	 	1.571	 	3	 	2	 	-0.4163
2584	 	4	 	-1	 	1.571	 	4	 	0	 	-0.4542
2585	 	4	 	-1	 	3.142	 	0	 	0	 	-0.2997
2586	 	4	 	-1	 	3.142	 	1	 	1	 	-0.2819
2587	 	4	 	-1	 	3.142	 	2	 	0	 	-0.3006
2588	 	4	 	-1	 	3.142	 	3	 	2	 	-0.2187
2589	 	4	 	-1	 	3.142	 	4	 	0	 	-0.4377
2590	 	4	 	-1	 	4.712	 	0	 	0	 	-1.576
2591	 	4	 	-1	 	4.712	 	1	 	1	 	-1.569
2592	 	4	 	-1	 	4.712	 	2	 	0	 	-1.487
2593	 	4	 	-1	 	4.712	 	3	 	2	 	-5.815
2594	 	4	 	-1	 	4.712	 	4	 	0	 	-1.568
2595	 	4	 	-1	 	6.283	 	0	 	0	 	-1.418
2596	 	4	 	-1	 	6.283	 	1	 	1	 	-1.482
2597	 	4	 	-1	 	6.283	 	2	 	0	 	-1.47
2598	 	4	 	-1	 	6.283	 	3	 	2	 	-1.448
2599	 	4	 	-1	 	6.283	 	4	 	0	 	-2.789
2600	 	4	 	0	 	0	 	0	 	0	 	-0.3895
2601	 	4	 	0	 	0	 	1	 	1	 	-0.3913
2602	 	4	 	0	 	0	 	2	 	0	 	-0.4003
2603	 	4	 	0	 	0	 	3	 	2	 	-1
2604	 	4	 	0	 	0	 	4	 	0	 	-0.4867
2605	 	4	 	0	 	1.571	 	0	 	0	 	-0.3895
2606	 	4	 	0	 	1.571	 	1	 	1	 	-0.4355
2607	 	4	 	0	 	1.571	 	2	 	0	 	-0.4731
2608	 	4	 	0	 	1.571	 	3	 	2	 	-0.4049
2609	 	4	 	0	 	1.571	 	4	 	0	 	-0.4579
2610	 	4	 	0	 	3.142	 	0	 	0	 	-0.2997
2611	 	4	 	0	 	3.142	 	1	 	1	 	-0.3534
2612	 	4	 	0	 	3.142	 	2	 	0	 	-0.2996
2613	 	4	 	0	 	3.142	 	3	 	2	 	-0.3425
2614	 	4	 	0	 	3.142	 	4	 	0	 	-0.3874
2615	 	4	 	0	 	4.712	 	0	 	0	 	-1.264
2616	 	4	 	0	 	4.712	 	1	 	1	 	-1.231
2617	 	4	 	0	 	4.712	 	2	 	0	 	-1.273
2618	 	4	 	0	 	4.712	 	3	 	2	 	-4.182
2619	 	4	 	0	 	4.712	 	4	 	0	 	0.1573
2620	 	4	 	0	 	6.283	 	0	 	0	 	-0.8895
2621	 	4	 	0	 	6.283	 	1	 	1	 	-0.8128
2622	 	4	 	0	 	6.283	 	2	 	0	 	4.003
2623	 	4	 	0	 	6.283	 	3	 	2	 	-0.9126
2624	 	4	 	0	 	6.283	 	4	 	0	 	-2.766
2625	 	4	 	1	 	0	 	0	 	0	 	-0.5985
2626	 	4	 	1	 	0	 	1	 	1	 	-0.5769
2627	 	4	 	1	 	0	 	2	 	0	 	-0.6211
2628	 	4	 	1	 	0	 	3	 	2	 	-1.919
2629	 	4	 	1	 	0	 	4	 	0	 	-0.6377
2630	 	4	 	1	 	1.571	 	0	 	0	 	-0.4802
2631	 	4	 	1	 	1.571	 	1	 	1	 	-0.491
2632	 	4	 	1	 	1.571	 	2	 	0	 	-0.5405
2633	 	4	 	1	 	1.571	 	3	 	2	 	-0.5364
2634	 	4	 	1	 	1.571	 	4	 	0	 	-0.5682
2635	 	4	 	1	 	3.142	 	0	 	0	 	-0.3994
2636	 	4	 	1	 	3.142	 	1	 	1	 	-0.4748
2637	 	4	 	1	 	3.142	 	2	 	0	 	-0.4003
2638	 	4	 	1	 	3.142	 	3	 	2	 	-0.4351
2639	 	4	 	1	 	3.142	 	4	 	0	 	-0.3932
2640	 	4	 	1	 	4.712	 	0	 	0	 	-1.569
2641	 	4	 	1	 	4.712	 	1	 	1	 	-1.543
2642	 	4	 	1	 	4.712	 	2	 	0	 	-1.614
2643	 	4	 	1	 	4.712	 	3	 	2	 	-2.852
2644	 	4	 	1	 	4.712	 	4	 	0	 	-1.618
2645	 	4	 	1	 	6.283	 	0	 	0	 	-1.561
2646	 	4	 	1	 	6.283	 	1	 	1	 	-1.563
2647	 	4	 	1	 	6.283	 	2	 	0	 	-1.534
2648	 	4	 	1	 	6.283	 	3	 	2	 	-1.634
2649	 	4	 	1	 	6.283	 	4	 	0	 	-4.851
2650	 	4	 	2	 	0	 	0	 	0	 	-0.3994
2651	 	4	 	2	 	0	 	1	 	1	 	-0.4924
2652	 	4	 	2	 	0	 	2	 	0	 	-0.4971
2653	 	4	 	2	 	0	 	3	 	2	 	-1
2654	 	4	 	2	 	0	 	4	 	0	 	-0.4909
2655	 	4	 	2	 	1.571	 	0	 	0	 	-0.499
2656	 	4	 	2	 	1.571	 	1	 	1	 	-0.5749
2657	 	4	 	2	 	1.571	 	2	 	0	 	-0.497
2658	 	4	 	2	 	1.571	 	3	 	2	 	-0.5113
2659	 	4	 	2	 	1.571	 	4	 	0	 	-0.5466
2660	 	4	 	2	 	3.142	 	0	 	0	 	-0.3994
2661	 	4	 	2	 	3.142	 	1	 	1	 	-0.3877
2662	 	4	 	2	 	3.142	 	2	 	0	 	-0.4138
2663	 	4	 	2	 	3.142	 	3	 	2	 	-0.4502
2664	 	4	 	2	 	3.142	 	4	 	0	 	-0.6266
2665	 	4	 	2	 	4.712	 	0	 	0	 	-1.944
2666	 	4	 	2	 	4.712	 	1	 	1	 	-1.893
2667	 	4	 	2	 	4.712	 	2	 	0	 	-1.984
2668	 	4	 	2	 	4.712	 	3	 	2	 	-3.605
2669	 	4	 	2	 	4.712	 	4	 	0	 	-1.877
2670	 	4	 	2	 	6.283	 	0	 	0	 	-1.785
2671	 	4	 	2	 	6.283	 	1	 	1	 	-1.83
2672	 	4	 	2	 	6.283	 	2	 	0	 	-1.836
2673	 	4	 	2	 	6.283	 	3	 	2	 	-1.792
2674	 	4	 	2	 	6.283	 	4	 	0	 	-3.503
2675	 	4	 	3	 	0	 	0	 	0	 	-0.499
2676	 	4	 	3	 	0	 	1	 	1	 	-0.592
2677	 	4	 	3	 	0	 	2	 	0	 	-0.4918
2678	 	4	 	3	 	0	 	3	 	2	 	-1
2679	 	4	 	3	 	0	 	4	 	0	 	-0.5005
2680	 	4	 	3	 	1.571	 	0	 	0	 	-0.499
2681	 	4	 	3	 	1.571	 	1	 	1	 	-0.4853
2682	 	4	 	3	 	1.571	 	2	 	0	 	-0.5075
2683	 	4	 	3	 	1.571	 	3	 	2	 	-0.5301
2684	 	4	 	3	 	1.571	 	4	 	0	 	-0.4704
2685	 	4	 	3	 	3.142	 	0	 	0	 	-0.3994
2686	 	4	 	3	 	3.142	 	1	 	1	 	-0.3736
2687	 	4	 	3	 	3.142	 	2	 	0	 	-0.4221
2688	 	4	 	3	 	3.142	 	3	 	2	 	-0.3186
2689	 	4	 	3	 	3.142	 	4	 	0	 	-0.4387
2690	 	4	 	3	 	4.712	 	0	 	0	 	-2.098
2691	 	4	 	3	 	4.712	 	1	 	1	 	-2.051
2692	 	4	 	3	 	4.712	 	2	 	0	 	-2.071
2693	 	4	 	3	 	4.712	 	3	 	2	 	-5.462
2694	 	4	 	3	 	4.712	 	4	 	0	 	-2.112
2695	 	4	 	3	 	6.283	 	0	 	0	 	-1.981
2696	 	4	 	3	 	6.283	 	1	 	1	 	-1.957
2697	 	4	 	3	 	6.283	 	2	 	0	 	-1.974
2698	 	4	 	3	 	6.283	 	3	 	2	 	-1.971
2699	 	4	 	3	 	6.283	 	4	 	0	 	-4.309
2700	 	4	 	4	 	0	 	0	 	0	 	-0.499
2701	 	4	 	4	 	0	 	1	 	1	 	-0.499
2702	 	4	 	4	 	0	 	2	 	0	 	-0.5799
2703	 	4	 	4	 	0	 	3	 	2	 	-1
2704	 	4	 	4	 	0	 	4	 	0	 	-0.5151
2705	 	4	 	4	 	1.571	 	0	 	0	 	-0.5985
2706	 	4	 	4	 	1.571	 	1	 	1	 	-0.6081
2707	 	4	 	4	 	1.571	 	2	 	0	 	-0.5109
2708	 	4	 	4	 	1.571	 	3	 	2	 	-0.5137
2709	 	4	 	4	 	1.571	 	4	 	0	 	-0.5577
2710	 	4	 	4	 	3.142	 	0	 	0	 	-0.3994
2711	 	4	 	4	 	3.142	 	1	 	1	 	-0.4771
2712	 	4	 	4	 	3.142	 	2	 	0	 	-0.4081
2713	 	4	 	4	 	3.142	 	3	 	2	 	-0.4424
2714	 	4	 	4	 	3.142	 	4	 	0	 	-0.4307
2715	 	4	 	4	 	4.712	 	0	 	0	 	-2.175
2716	 	4	 	4	 	4.712	 	1	 	1	 	-2.22
2717	 	4	 	4	 	4.712	 	2	 	0	 	-2.231
2718	 	4	 	4	 	4.712	 	3	 	2	 	-4.208
2719	 	4	 	4	 	4.712	 	4	 	0	 	-2.198
2720	 	4	 	4	 	6.283	 	0	 	0	 	-2.149
2721	 	4	 	4	 	6.283	 	1	 	1	 	-2.086
2722	 	4	 	4	 	6.283	 	2	 	0	 	-2.101
2723	 	4	 	4	 	6.283	 	3	 	2	 	-2.181
2724	 	4	 	4	 	6.283	 	4	 	0	 	-3.614
2725	 	4	 	5	 	0	 	0	 	0	 	-0.7972
2726	 	4	 	5	 	0	 	1	 	1	 	-0.7679
2727	 	4	 	5	 	0	 	2	 	0	 	-0.8364
2728	 	4	 	5	 	0	 	3	 	2	 	-1
2729	 	4	 	5	 	0	 	4	 	0	 	-0.8328
2730	 	4	 	5	 	1.571	 	0	 	0	 	-0.6979
2731	 	4	 	5	 	1.571	 	1	 	1	 	-1
2732	 	4	 	5	 	1.571	 	2	 	0	 	-0.6402
2733	 	4	 	5	 	1.571	 	3	 	2	 	-0.7459
2734	 	4	 	5	 	1.571	 	4	 	0	 	-0.6611
2735	 	4	 	5	 	3.142	 	0	 	0	 	-0.499
2736	 	4	 	5	 	3.142	 	1	 	1	 	-0.4761
2737	 	4	 	5	 	3.142	 	2	 	0	 	-0.5078
2738	 	4	 	5	 	3.142	 	3	 	2	 	-0.525
2739	 	4	 	5	 	3.142	 	4	 	0	 	-0.7058
2740	 	4	 	5	 	4.712	 	0	 	0	 	-2.246
2741	 	4	 	5	 	4.712	 	1	 	1	 	-2.297
2742	 	4	 	5	 	4.712	 	2	 	0	 	-5.334
2743	 	4	 	5	 	4.712	 	3	 	2	 	-4.325
2744	 	4	 	5	 	4.712	 	4	 	0	 	-2.288
2745	 	4	 	5	 	6.283	 	0	 	0	 	-2.171
2746	 	4	 	5	 	6.283	 	1	 	1	 	-2.221
2747	 	4	 	5	 	6.283	 	2	 	0	 	-2.165
2748	 	4	 	5	 	6.283	 	3	 	2	 	-2.238
2749	 	4	 	5	 	6.283	 	4	 	0	 	-4.291
2750	 	5	 	-5	 	0	 	0	 	0	 	-0.3895
2751	 	5	 	-5	 	0	 	1	 	1	 	-1
2752	 	5	 	-5	 	0	 	2	 	0	 	-0.3806
2753	 	5	 	-5	 	0	 	3	 	2	 	-1
2754	 	5	 	-5	 	0	 	4	 	0	 	-0.3975
2755	 	5	 	-5	 	1.571	 	0	 	0	 	-0.2997
2756	 	5	 	-5	 	1.571	 	1	 	1	 	-0.2997
2757	 	5	 	-5	 	1.571	 	2	 	0	 	-1
2758	 	5	 	-5	 	1.571	 	3	 	2	 	-0.3246
2759	 	5	 	-5	 	1.571	 	4	 	0	 	-0.3735
2760	 	5	 	-5	 	3.142	 	0	 	0	 	-0.2997
2761	 	5	 	-5	 	3.142	 	1	 	1	 	-0.2909
2762	 	5	 	-5	 	3.142	 	2	 	0	 	-1
2763	 	5	 	-5	 	3.142	 	3	 	2	 	-0.2187
2764	 	5	 	-5	 	3.142	 	4	 	0	 	-0.4939
2765	 	5	 	-5	 	4.712	 	0	 	0	 	-2.231
2766	 	5	 	-5	 	4.712	 	1	 	1	 	-2.757
2767	 	5	 	-5	 	4.712	 	2	 	0	 	-2.303
2768	 	5	 	-5	 	4.712	 	3	 	2	 	-5.403
2769	 	5	 	-5	 	4.712	 	4	 	0	 	-2.29
2770	 	5	 	-5	 	6.283	 	0	 	0	 	-2.266
2771	 	5	 	-5	 	6.283	 	1	 	1	 	-5.796
2772	 	5	 	-5	 	6.283	 	2	 	0	 	-2.237
2773	 	5	 	-5	 	6.283	 	3	 	2	 	-2.271
2774	 	5	 	-5	 	6.283	 	4	 	0	 	-4.319
2775	 	5	 	-4	 	0	 	0	 	0	 	-0.2997
2776	 	5	 	-4	 	0	 	1	 	1	 	-1
2777	 	5	 	-4	 	0	 	2	 	0	 	-0.3806
2778	 	5	 	-4	 	0	 	3	 	2	 	-1
2779	 	5	 	-4	 	0	 	4	 	0	 	-0.3967
2780	 	5	 	-4	 	1.571	 	0	 	0	 	-0.2997
2781	 	5	 	-4	 	1.571	 	1	 	1	 	-0.2997
2782	 	5	 	-4	 	1.571	 	2	 	0	 	-0.3744
2783	 	5	 	-4	 	1.571	 	3	 	2	 	-0.3255
2784	 	5	 	-4	 	1.571	 	4	 	0	 	-0.3716
2785	 	5	 	-4	 	3.142	 	0	 	0	 	-0.2997
2786	 	5	 	-4	 	3.142	 	1	 	1	 	-0.282
2787	 	5	 	-4	 	3.142	 	2	 	0	 	-1
2788	 	5	 	-4	 	3.142	 	3	 	2	 	-0.2276
2789	 	5	 	-4	 	3.142	 	4	 	0	 	-0.4814
2790	 	5	 	-4	 	4.712	 	0	 	0	 	-2.232
2791	 	5	 	-4	 	4.712	 	1	 	1	 	-2.169
2792	 	5	 	-4	 	4.712	 	2	 	0	 	-2.228
2793	 	5	 	-4	 	4.712	 	3	 	2	 	-5.364
2794	 	5	 	-4	 	4.712	 	4	 	0	 	-2.173
2795	 	5	 	-4	 	6.283	 	0	 	0	 	-2.075
2796	 	5	 	-4	 	6.283	 	1	 	1	 	-2.927
2797	 	5	 	-4	 	6.283	 	2	 	0	 	-2.143
2798	 	5	 	-4	 	6.283	 	3	 	2	 	-2.064
2799	 	5	 	-4	 	6.283	 	4	 	0	 	-2.748
2800	 	5	 	-3	 	0	 	0	 	0	 	-0.2997
2801	 	5	 	-3	 	0	 	1	 	1	 	-1
2802	 	5	 	-3	 	0	 	2	 	0	 	-0.3895
2803	 	5	 	-3	 	0	 	3	 	2	 	-1
2804	 	5	 	-3	 	0	 	4	 	0	 	-0.2997
2805	 	5	 	-3	 	1.571	 	0	 	0	 	-0.2997
2806	 	5	 	-3	 	1.571	 	1	 	1	 	-0.3967
2807	 	5	 	-3	 	1.571	 	2	 	0	 	-0.3096
2808	 	5	 	-3	 	1.571	 	3	 	2	 	-0.3975
2809	 	5	 	-3	 	1.571	 	4	 	0	 	-0.3914
2810	 	5	 	-3	 	3.142	 	0	 	0	 	-0.3994
2811	 	5	 	-3	 	3.142	 	1	 	1	 	-0.39
2812	 	5	 	-3	 	3.142	 	2	 	0	 	-1
2813	 	5	 	-3	 	3.142	 	3	 	2	 	-0.4233
2814	 	5	 	-3	 	3.142	 	4	 	0	 	-0.381
2815	 	5	 	-3	 	4.712	 	0	 	0	 	-2.142
2816	 	5	 	-3	 	4.712	 	1	 	1	 	-2.121
2817	 	5	 	-3	 	4.712	 	2	 	0	 	-2.123
2818	 	5	 	-3	 	4.712	 	3	 	2	 	-2.917
2819	 	5	 	-3	 	4.712	 	4	 	0	 	-2.186
2820	 	5	 	-3	 	6.283	 	0	 	0	 	-2.061
2821	 	5	 	-3	 	6.283	 	1	 	1	 	-5.826
2822	 	5	 	-3	 	6.283	 	2	 	0	 	-2.087
2823	 	5	 	-3	 	6.283	 	3	 	2	 	-2.102
2824	 	5	 	-3	 	6.283	 	4	 	0	 	-4.123
2825	 	5	 	-2	 	0	 	0	 	0	 	-0.3994
2826	 	5	 	-2	 	0	 	1	 	1	 	-1
2827	 	5	 	-2	 	0	 	2	 	0	 	-0.3993
2828	 	5	 	-2	 	0	 	3	 	2	 	-1
2829	 	5	 	-2	 	0	 	4	 	0	 	-0.4138
2830	 	5	 	-2	 	1.571	 	0	 	0	 	-0.3994
2831	 	5	 	-2	 	1.571	 	1	 	1	 	-0.3895
2832	 	5	 	-2	 	1.571	 	2	 	0	 	-0.4649
2833	 	5	 	-2	 	1.571	 	3	 	2	 	-0.4002
2834	 	5	 	-2	 	1.571	 	4	 	0	 	-0.3745
2835	 	5	 	-2	 	3.142	 	0	 	0	 	-0.2997
2836	 	5	 	-2	 	3.142	 	1	 	1	 	-0.2998
2837	 	5	 	-2	 	3.142	 	2	 	0	 	-1
2838	 	5	 	-2	 	3.142	 	3	 	2	 	-0.3255
2839	 	5	 	-2	 	3.142	 	4	 	0	 	-0.4635
2840	 	5	 	-2	 	4.712	 	0	 	0	 	-1.978
2841	 	5	 	-2	 	4.712	 	1	 	1	 	-2.055
2842	 	5	 	-2	 	4.712	 	2	 	0	 	-1.988
2843	 	5	 	-2	 	4.712	 	3	 	2	 	-2.908
2844	 	5	 	-2	 	4.712	 	4	 	0	 	-2.003
2845	 	5	 	-2	 	6.283	 	0	 	0	 	-1.919
2846	 	5	 	-2	 	6.283	 	1	 	1	 	-5.393
2847	 	5	 	-2	 	6.283	 	2	 	0	 	-1.922
2848	 	5	 	-2	 	6.283	 	3	 	2	 	-2.001
2849	 	5	 	-2	 	6.283	 	4	 	0	 	-1.927
2850	 	5	 	-1	 	0	 	0	 	0	 	-0.4704
2851	 	5	 	-1	 	0	 	1	 	1	 	-1
2852	 	5	 	-1	 	0	 	2	 	0	 	-0.4722
2853	 	5	 	-1	 	0	 	3	 	2	 	-1
2854	 	5	 	-1	 	0	 	4	 	0	 	-0.3967
2855	 	5	 	-1	 	1.571	 	0	 	0	 	-0.3439
