Gamma     = 0.99 , alpha    = 0.1 , episodes            = 50000
n actions = 3    , n states = 1089 , n state action pair = 3267

row	 	 x	 	 y	 	theta	 	actions	 	best action	 	Q Table
385	 	-4	 	-2	 	-1.571	 	1	 	2	 	 	-2.808
386	 	-4	 	-2	 	-1.571	 	2	 	2	 	 	34.07
387	 	-4	 	-2	 	-0.7854	 	0	 	0	 	 	39.9
388	 	-4	 	-2	 	-0.7854	 	1	 	0	 	 	-2.469
389	 	-4	 	-2	 	-0.7854	 	2	 	0	 	 	-2.394
390	 	-4	 	-2	 	0	 	0	 	1	 	 	-2.447
391	 	-4	 	-2	 	0	 	1	 	1	 	 	30.87
392	 	-4	 	-2	 	0	 	2	 	1	 	 	-2.503
393	 	-4	 	-2	 	0.7854	 	0	 	0	 	 	34.19
394	 	-4	 	-2	 	0.7854	 	1	 	0	 	 	-2.58
395	 	-4	 	-2	 	0.7854	 	2	 	0	 	 	-2.59
396	 	-4	 	-2	 	1.571	 	0	 	1	 	 	-2.906
397	 	-4	 	-2	 	1.571	 	1	 	1	 	 	31.27
398	 	-4	 	-2	 	1.571	 	2	 	1	 	 	-2.839
399	 	-4	 	-2	 	2.356	 	0	 	1	 	 	-3.507
400	 	-4	 	-2	 	2.356	 	1	 	1	 	 	27.02
401	 	-4	 	-2	 	2.356	 	2	 	1	 	 	-3.422
402	 	-4	 	-2	 	3.142	 	0	 	1	 	 	-4.063
403	 	-4	 	-2	 	3.142	 	1	 	1	 	 	19.03
404	 	-4	 	-2	 	3.142	 	2	 	1	 	 	-4.158
405	 	-4	 	-1	 	-3.142	 	0	 	2	 	 	-3.512
406	 	-4	 	-1	 	-3.142	 	1	 	2	 	 	-3.765
407	 	-4	 	-1	 	-3.142	 	2	 	2	 	 	14.22
408	 	-4	 	-1	 	-2.356	 	0	 	2	 	 	-3.174
409	 	-4	 	-1	 	-2.356	 	1	 	2	 	 	-3.098
410	 	-4	 	-1	 	-2.356	 	2	 	2	 	 	22.78
411	 	-4	 	-1	 	-1.571	 	0	 	2	 	 	-2.759
412	 	-4	 	-1	 	-1.571	 	1	 	2	 	 	-2.782
413	 	-4	 	-1	 	-1.571	 	2	 	2	 	 	31.97
414	 	-4	 	-1	 	-0.7854	 	0	 	0	 	 	38.79
415	 	-4	 	-1	 	-0.7854	 	1	 	0	 	 	-2.503
416	 	-4	 	-1	 	-0.7854	 	2	 	0	 	 	-2.46
417	 	-4	 	-1	 	0	 	0	 	2	 	 	-2.418
418	 	-4	 	-1	 	0	 	1	 	2	 	 	-2.476
419	 	-4	 	-1	 	0	 	2	 	2	 	 	23.44
420	 	-4	 	-1	 	0.7854	 	0	 	0	 	 	34.29
421	 	-4	 	-1	 	0.7854	 	1	 	0	 	 	-2.408
422	 	-4	 	-1	 	0.7854	 	2	 	0	 	 	-2.481
423	 	-4	 	-1	 	1.571	 	0	 	1	 	 	-2.808
424	 	-4	 	-1	 	1.571	 	1	 	1	 	 	31.87
425	 	-4	 	-1	 	1.571	 	2	 	1	 	 	-2.888
426	 	-4	 	-1	 	2.356	 	0	 	1	 	 	-3.225
427	 	-4	 	-1	 	2.356	 	1	 	1	 	 	27.6
428	 	-4	 	-1	 	2.356	 	2	 	1	 	 	-3.216
429	 	-4	 	-1	 	3.142	 	0	 	1	 	 	-3.497
430	 	-4	 	-1	 	3.142	 	1	 	1	 	 	22.15
431	 	-4	 	-1	 	3.142	 	2	 	1	 	 	-3.748
432	 	-4	 	0	 	-3.142	 	0	 	2	 	 	-3.68
433	 	-4	 	0	 	-3.142	 	1	 	2	 	 	-3.994
434	 	-4	 	0	 	-3.142	 	2	 	2	 	 	16.49
435	 	-4	 	0	 	-2.356	 	0	 	2	 	 	-3.216
436	 	-4	 	0	 	-2.356	 	1	 	2	 	 	-3.261
437	 	-4	 	0	 	-2.356	 	2	 	2	 	 	27.53
438	 	-4	 	0	 	-1.571	 	0	 	2	 	 	-2.834
439	 	-4	 	0	 	-1.571	 	1	 	2	 	 	-2.828
440	 	-4	 	0	 	-1.571	 	2	 	2	 	 	34.92
441	 	-4	 	0	 	-0.7854	 	0	 	0	 	 	39.51
442	 	-4	 	0	 	-0.7854	 	1	 	0	 	 	-2.459
443	 	-4	 	0	 	-0.7854	 	2	 	0	 	 	-2.482
444	 	-4	 	0	 	0	 	0	 	0	 	 	31.18
445	 	-4	 	0	 	0	 	1	 	0	 	 	-2.419
446	 	-4	 	0	 	0	 	2	 	0	 	 	-2.394
447	 	-4	 	0	 	0.7854	 	0	 	0	 	 	34.4
448	 	-4	 	0	 	0.7854	 	1	 	0	 	 	-2.343
449	 	-4	 	0	 	0.7854	 	2	 	0	 	 	-2.376
450	 	-4	 	0	 	1.571	 	0	 	1	 	 	-2.713
451	 	-4	 	0	 	1.571	 	1	 	1	 	 	31.59
452	 	-4	 	0	 	1.571	 	2	 	1	 	 	-2.695
453	 	-4	 	0	 	2.356	 	0	 	1	 	 	-3.121
454	 	-4	 	0	 	2.356	 	1	 	1	 	 	27.17
455	 	-4	 	0	 	2.356	 	2	 	1	 	 	-2.984
456	 	-4	 	0	 	3.142	 	0	 	1	 	 	-3.514
457	 	-4	 	0	 	3.142	 	1	 	1	 	 	20.96
458	 	-4	 	0	 	3.142	 	2	 	1	 	 	-3.828
459	 	-4	 	1	 	-3.142	 	0	 	2	 	 	-3.834
460	 	-4	 	1	 	-3.142	 	1	 	2	 	 	-4.475
461	 	-4	 	1	 	-3.142	 	2	 	2	 	 	14.84
462	 	-4	 	1	 	-2.356	 	0	 	2	 	 	-3.337
463	 	-4	 	1	 	-2.356	 	1	 	2	 	 	-3.453
464	 	-4	 	1	 	-2.356	 	2	 	2	 	 	23.58
465	 	-4	 	1	 	-1.571	 	0	 	2	 	 	-2.9
466	 	-4	 	1	 	-1.571	 	1	 	2	 	 	-2.861
467	 	-4	 	1	 	-1.571	 	2	 	2	 	 	29.3
468	 	-4	 	1	 	-0.7854	 	0	 	2	 	 	-2.437
469	 	-4	 	1	 	-0.7854	 	1	 	2	 	 	-2.483
470	 	-4	 	1	 	-0.7854	 	2	 	2	 	 	33.47
471	 	-4	 	1	 	0	 	0	 	0	 	 	36.33
472	 	-4	 	1	 	0	 	1	 	0	 	 	-2.245
473	 	-4	 	1	 	0	 	2	 	0	 	 	-2.212
474	 	-4	 	1	 	0.7854	 	0	 	0	 	 	34.72
475	 	-4	 	1	 	0.7854	 	1	 	0	 	 	-2.412
476	 	-4	 	1	 	0.7854	 	2	 	0	 	 	-2.488
477	 	-4	 	1	 	1.571	 	0	 	1	 	 	-2.809
478	 	-4	 	1	 	1.571	 	1	 	1	 	 	31.76
479	 	-4	 	1	 	1.571	 	2	 	1	 	 	-2.839
480	 	-4	 	1	 	2.356	 	0	 	1	 	 	-3.222
481	 	-4	 	1	 	2.356	 	1	 	1	 	 	27.04
482	 	-4	 	1	 	2.356	 	2	 	1	 	 	-3.128
483	 	-4	 	1	 	3.142	 	0	 	1	 	 	-3.678
484	 	-4	 	1	 	3.142	 	1	 	1	 	 	18.9
485	 	-4	 	1	 	3.142	 	2	 	1	 	 	-4.215
486	 	-4	 	2	 	-3.142	 	0	 	2	 	 	-3.691
487	 	-4	 	2	 	-3.142	 	1	 	2	 	 	-3.736
488	 	-4	 	2	 	-3.142	 	2	 	2	 	 	13.12
489	 	-4	 	2	 	-2.356	 	0	 	2	 	 	-3.15
490	 	-4	 	2	 	-2.356	 	1	 	2	 	 	-3.205
491	 	-4	 	2	 	-2.356	 	2	 	2	 	 	22.23
492	 	-4	 	2	 	-1.571	 	0	 	2	 	 	-2.72
493	 	-4	 	2	 	-1.571	 	1	 	2	 	 	-2.79
494	 	-4	 	2	 	-1.571	 	2	 	2	 	 	28.42
495	 	-4	 	2	 	-0.7854	 	0	 	2	 	 	-2.421
496	 	-4	 	2	 	-0.7854	 	1	 	2	 	 	-2.439
497	 	-4	 	2	 	-0.7854	 	2	 	2	 	 	33.27
498	 	-4	 	2	 	0	 	0	 	0	 	 	37.14
499	 	-4	 	2	 	0	 	1	 	0	 	 	-2.223
500	 	-4	 	2	 	0	 	2	 	0	 	 	-2.235
501	 	-4	 	2	 	0.7854	 	0	 	0	 	 	34.69
502	 	-4	 	2	 	0.7854	 	1	 	0	 	 	-2.378
503	 	-4	 	2	 	0.7854	 	2	 	0	 	 	-2.389
504	 	-4	 	2	 	1.571	 	0	 	1	 	 	-2.714
505	 	-4	 	2	 	1.571	 	1	 	1	 	 	31.59
506	 	-4	 	2	 	1.571	 	2	 	1	 	 	-2.786
507	 	-4	 	2	 	2.356	 	0	 	1	 	 	-3.262
508	 	-4	 	2	 	2.356	 	1	 	1	 	 	27.07
509	 	-4	 	2	 	2.356	 	2	 	1	 	 	-3.193
510	 	-4	 	2	 	3.142	 	0	 	1	 	 	-3.668
511	 	-4	 	2	 	3.142	 	1	 	1	 	 	17.4
512	 	-4	 	2	 	3.142	 	2	 	1	 	 	-3.897
513	 	-4	 	3	 	-3.142	 	0	 	2	 	 	-3.534
514	 	-4	 	3	 	-3.142	 	1	 	2	 	 	-3.564
515	 	-4	 	3	 	-3.142	 	2	 	2	 	 	15.08
516	 	-4	 	3	 	-2.356	 	0	 	2	 	 	-3.066
517	 	-4	 	3	 	-2.356	 	1	 	2	 	 	-3.071
518	 	-4	 	3	 	-2.356	 	2	 	2	 	 	26.75
519	 	-4	 	3	 	-1.571	 	0	 	2	 	 	-2.639
520	 	-4	 	3	 	-1.571	 	1	 	2	 	 	-2.609
521	 	-4	 	3	 	-1.571	 	2	 	2	 	 	32
522	 	-4	 	3	 	-0.7854	 	0	 	2	 	 	-2.396
523	 	-4	 	3	 	-0.7854	 	1	 	2	 	 	-2.422
524	 	-4	 	3	 	-0.7854	 	2	 	2	 	 	35.93
525	 	-4	 	3	 	0	 	0	 	0	 	 	38.41
526	 	-4	 	3	 	0	 	1	 	0	 	 	-2.294
527	 	-4	 	3	 	0	 	2	 	0	 	 	-2.236
528	 	-4	 	3	 	0.7854	 	0	 	1	 	 	-2.646
529	 	-4	 	3	 	0.7854	 	1	 	1	 	 	35.8
530	 	-4	 	3	 	0.7854	 	2	 	1	 	 	-2.59
531	 	-4	 	3	 	1.571	 	0	 	1	 	 	-3.071
532	 	-4	 	3	 	1.571	 	1	 	1	 	 	31.84
533	 	-4	 	3	 	1.571	 	2	 	1	 	 	-2.987
534	 	-4	 	3	 	2.356	 	0	 	1	 	 	-3.449
535	 	-4	 	3	 	2.356	 	1	 	1	 	 	26.98
536	 	-4	 	3	 	2.356	 	2	 	1	 	 	-3.465
537	 	-4	 	3	 	3.142	 	0	 	1	 	 	-4.021
538	 	-4	 	3	 	3.142	 	1	 	1	 	 	16.97
539	 	-4	 	3	 	3.142	 	2	 	1	 	 	-4.752
540	 	-4	 	4	 	-3.142	 	0	 	2	 	 	-2.882
541	 	-4	 	4	 	-3.142	 	1	 	2	 	 	-4.786
542	 	-4	 	4	 	-3.142	 	2	 	2	 	 	22.35
543	 	-4	 	4	 	-2.356	 	0	 	2	 	 	-2.524
544	 	-4	 	4	 	-2.356	 	1	 	2	 	 	-2.497
545	 	-4	 	4	 	-2.356	 	2	 	2	 	 	32.67
546	 	-4	 	4	 	-1.571	 	0	 	2	 	 	-2.191
547	 	-4	 	4	 	-1.571	 	1	 	2	 	 	-2.213
548	 	-4	 	4	 	-1.571	 	2	 	2	 	 	37.81
549	 	-4	 	4	 	-0.7854	 	0	 	0	 	 	39.92
550	 	-4	 	4	 	-0.7854	 	1	 	0	 	 	-2.039
551	 	-4	 	4	 	-0.7854	 	2	 	0	 	 	-2.149
552	 	-4	 	4	 	0	 	0	 	1	 	 	-2.483
553	 	-4	 	4	 	0	 	1	 	1	 	 	37.18
554	 	-4	 	4	 	0	 	2	 	1	 	 	-2.44
555	 	-4	 	4	 	0.7854	 	0	 	1	 	 	-3.008
556	 	-4	 	4	 	0.7854	 	1	 	1	 	 	34.46
557	 	-4	 	4	 	0.7854	 	2	 	1	 	 	-2.924
558	 	-4	 	4	 	1.571	 	0	 	1	 	 	-3.388
559	 	-4	 	4	 	1.571	 	1	 	1	 	 	31.67
560	 	-4	 	4	 	1.571	 	2	 	1	 	 	-3.401
561	 	-4	 	4	 	2.356	 	0	 	1	 	 	-4.109
562	 	-4	 	4	 	2.356	 	1	 	1	 	 	28.34
563	 	-4	 	4	 	2.356	 	2	 	1	 	 	-3.915
564	 	-4	 	4	 	3.142	 	0	 	1	 	 	-4.499
565	 	-4	 	4	 	3.142	 	1	 	1	 	 	22.39
566	 	-4	 	4	 	3.142	 	2	 	1	 	 	-4.981
567	 	-4	 	5	 	-3.142	 	0	 	2	 	 	-2.737
568	 	-4	 	5	 	-3.142	 	1	 	2	 	 	-2.997
569	 	-4	 	5	 	-3.142	 	2	 	2	 	 	22.41
570	 	-4	 	5	 	-2.356	 	0	 	2	 	 	-2.435
571	 	-4	 	5	 	-2.356	 	1	 	2	 	 	-2.208
572	 	-4	 	5	 	-2.356	 	2	 	2	 	 	30.98
573	 	-4	 	5	 	-1.571	 	0	 	0	 	 	35.24
574	 	-4	 	5	 	-1.571	 	1	 	0	 	 	-2.062
575	 	-4	 	5	 	-1.571	 	2	 	0	 	 	-2.106
576	 	-4	 	5	 	-0.7854	 	0	 	1	 	 	-2.581
577	 	-4	 	5	 	-0.7854	 	1	 	1	 	 	32.16
578	 	-4	 	5	 	-0.7854	 	2	 	1	 	 	-2.584
579	 	-4	 	5	 	0	 	0	 	1	 	 	-3.359
580	 	-4	 	5	 	0	 	1	 	1	 	 	28.64
581	 	-4	 	5	 	0	 	2	 	1	 	 	-3.415
582	 	-4	 	5	 	0.7854	 	0	 	1	 	 	-8.248
583	 	-4	 	5	 	0.7854	 	1	 	1	 	 	23.94
584	 	-4	 	5	 	0.7854	 	2	 	1	 	 	-4.16
585	 	-4	 	5	 	1.571	 	0	 	1	 	 	-10.28
586	 	-4	 	5	 	1.571	 	1	 	1	 	 	18.44
587	 	-4	 	5	 	1.571	 	2	 	1	 	 	-4.928
588	 	-4	 	5	 	2.356	 	0	 	1	 	 	-10.21
589	 	-4	 	5	 	2.356	 	1	 	1	 	 	10.17
590	 	-4	 	5	 	2.356	 	2	 	1	 	 	-5.616
591	 	-4	 	5	 	3.142	 	0	 	0	 	 	9.063
592	 	-4	 	5	 	3.142	 	1	 	0	 	 	-6.139
593	 	-4	 	5	 	3.142	 	2	 	0	 	 	-6.232
594	 	-3	 	-5	 	-3.142	 	0	 	2	 	 	-5.173
595	 	-3	 	-5	 	-3.142	 	1	 	2	 	 	-7.327
596	 	-3	 	-5	 	-3.142	 	2	 	2	 	 	11.12
597	 	-3	 	-5	 	-2.356	 	0	 	2	 	 	-9.536
598	 	-3	 	-5	 	-2.356	 	1	 	2	 	 	-4.533
599	 	-3	 	-5	 	-2.356	 	2	 	2	 	 	21.13
600	 	-3	 	-5	 	-1.571	 	0	 	2	 	 	-8.25
601	 	-3	 	-5	 	-1.571	 	1	 	2	 	 	-3.99
602	 	-3	 	-5	 	-1.571	 	2	 	2	 	 	27.44
603	 	-3	 	-5	 	-0.7854	 	0	 	2	 	 	-10.26
604	 	-3	 	-5	 	-0.7854	 	1	 	2	 	 	-3.255
605	 	-3	 	-5	 	-0.7854	 	2	 	2	 	 	32.75
606	 	-3	 	-5	 	0	 	0	 	2	 	 	-2.492
607	 	-3	 	-5	 	0	 	1	 	2	 	 	-2.548
608	 	-3	 	-5	 	0	 	2	 	2	 	 	37.4
609	 	-3	 	-5	 	0.7854	 	0	 	0	 	 	41.29
610	 	-3	 	-5	 	0.7854	 	1	 	0	 	 	-1.812
611	 	-3	 	-5	 	0.7854	 	2	 	0	 	 	-1.718
612	 	-3	 	-5	 	1.571	 	0	 	1	 	 	-1.38
613	 	-3	 	-5	 	1.571	 	1	 	1	 	 	37.56
614	 	-3	 	-5	 	1.571	 	2	 	1	 	 	-1.447
615	 	-3	 	-5	 	2.356	 	0	 	1	 	 	-1.784
616	 	-3	 	-5	 	2.356	 	1	 	1	 	 	32.09
617	 	-3	 	-5	 	2.356	 	2	 	1	 	 	-1.738
618	 	-3	 	-5	 	3.142	 	0	 	1	 	 	-2.338
619	 	-3	 	-5	 	3.142	 	1	 	1	 	 	23.62
620	 	-3	 	-5	 	3.142	 	2	 	1	 	 	-2.997
621	 	-3	 	-4	 	-3.142	 	0	 	2	 	 	-3.257
622	 	-3	 	-4	 	-3.142	 	1	 	2	 	 	-3.56
623	 	-3	 	-4	 	-3.142	 	2	 	2	 	 	21.6
624	 	-3	 	-4	 	-2.356	 	0	 	2	 	 	-2.935
625	 	-3	 	-4	 	-2.356	 	1	 	2	 	 	-2.721
626	 	-3	 	-4	 	-2.356	 	2	 	2	 	 	31.83
627	 	-3	 	-4	 	-1.571	 	0	 	2	 	 	-2.603
628	 	-3	 	-4	 	-1.571	 	1	 	2	 	 	-2.493
629	 	-3	 	-4	 	-1.571	 	2	 	2	 	 	38.21
630	 	-3	 	-4	 	-0.7854	 	0	 	2	 	 	-2.265
631	 	-3	 	-4	 	-0.7854	 	1	 	2	 	 	-2.267
632	 	-3	 	-4	 	-0.7854	 	2	 	2	 	 	42.1
633	 	-3	 	-4	 	0	 	0	 	0	 	 	44.67
634	 	-3	 	-4	 	0	 	1	 	0	 	 	-1.842
635	 	-3	 	-4	 	0	 	2	 	0	 	 	-1.764
636	 	-3	 	-4	 	0.7854	 	0	 	1	 	 	-1.693
637	 	-3	 	-4	 	0.7854	 	1	 	1	 	 	42.6
638	 	-3	 	-4	 	0.7854	 	2	 	1	 	 	-1.665
639	 	-3	 	-4	 	1.571	 	0	 	1	 	 	-1.48
640	 	-3	 	-4	 	1.571	 	1	 	1	 	 	38.69
641	 	-3	 	-4	 	1.571	 	2	 	1	 	 	-1.498
642	 	-3	 	-4	 	2.356	 	0	 	1	 	 	-1.81
643	 	-3	 	-4	 	2.356	 	1	 	1	 	 	32.62
644	 	-3	 	-4	 	2.356	 	2	 	1	 	 	-1.704
645	 	-3	 	-4	 	3.142	 	0	 	1	 	 	-2.086
646	 	-3	 	-4	 	3.142	 	1	 	1	 	 	20.48
647	 	-3	 	-4	 	3.142	 	2	 	1	 	 	-2.997
648	 	-3	 	-3	 	-3.142	 	0	 	2	 	 	-2.804
649	 	-3	 	-3	 	-3.142	 	1	 	2	 	 	-3.458
650	 	-3	 	-3	 	-3.142	 	2	 	2	 	 	19.31
651	 	-3	 	-3	 	-2.356	 	0	 	2	 	 	-2.431
652	 	-3	 	-3	 	-2.356	 	1	 	2	 	 	-2.435
653	 	-3	 	-3	 	-2.356	 	2	 	2	 	 	30.97
654	 	-3	 	-3	 	-1.571	 	0	 	2	 	 	-2.176
655	 	-3	 	-3	 	-1.571	 	1	 	2	 	 	-2.263
656	 	-3	 	-3	 	-1.571	 	2	 	2	 	 	38.02
657	 	-3	 	-3	 	-0.7854	 	0	 	0	 	 	41.87
658	 	-3	 	-3	 	-0.7854	 	1	 	0	 	 	-1.996
659	 	-3	 	-3	 	-0.7854	 	2	 	0	 	 	-2.057
660	 	-3	 	-3	 	0	 	0	 	1	 	 	-2.081
661	 	-3	 	-3	 	0	 	1	 	1	 	 	34.79
662	 	-3	 	-3	 	0	 	2	 	1	 	 	-2.09
663	 	-3	 	-3	 	0.7854	 	0	 	1	 	 	-2.038
664	 	-3	 	-3	 	0.7854	 	1	 	1	 	 	19.32
665	 	-3	 	-3	 	0.7854	 	2	 	1	 	 	-2.028
666	 	-3	 	-3	 	1.571	 	0	 	0	 	 	30.48
667	 	-3	 	-3	 	1.571	 	1	 	0	 	 	-2.225
668	 	-3	 	-3	 	1.571	 	2	 	0	 	 	-2.285
669	 	-3	 	-3	 	2.356	 	0	 	1	 	 	-2.74
670	 	-3	 	-3	 	2.356	 	1	 	1	 	 	23.52
671	 	-3	 	-3	 	2.356	 	2	 	1	 	 	-2.707
672	 	-3	 	-3	 	3.142	 	0	 	1	 	 	-3.232
673	 	-3	 	-3	 	3.142	 	1	 	1	 	 	10.3
674	 	-3	 	-3	 	3.142	 	2	 	1	 	 	-3.743
675	 	-3	 	-2	 	-3.142	 	0	 	2	 	 	-2.755
676	 	-3	 	-2	 	-3.142	 	1	 	2	 	 	-4.161
677	 	-3	 	-2	 	-3.142	 	2	 	2	 	 	15.55
678	 	-3	 	-2	 	-2.356	 	0	 	2	 	 	-2.408
679	 	-3	 	-2	 	-2.356	 	1	 	2	 	 	-2.3
680	 	-3	 	-2	 	-2.356	 	2	 	2	 	 	28.16
681	 	-3	 	-2	 	-1.571	 	0	 	2	 	 	-2.132
682	 	-3	 	-2	 	-1.571	 	1	 	2	 	 	-2.191
683	 	-3	 	-2	 	-1.571	 	2	 	2	 	 	37.22
684	 	-3	 	-2	 	-0.7854	 	0	 	0	 	 	41.42
685	 	-3	 	-2	 	-0.7854	 	1	 	0	 	 	-2.082
686	 	-3	 	-2	 	-0.7854	 	2	 	0	 	 	-2.005
687	 	-3	 	-2	 	0	 	0	 	1	 	 	-2.122
688	 	-3	 	-2	 	0	 	1	 	1	 	 	28.11
689	 	-3	 	-2	 	0	 	2	 	1	 	 	-2.186
690	 	-3	 	-2	 	0.7854	 	0	 	0	 	 	36.77
691	 	-3	 	-2	 	0.7854	 	1	 	0	 	 	-2.17
692	 	-3	 	-2	 	0.7854	 	2	 	0	 	 	-2.155
693	 	-3	 	-2	 	1.571	 	0	 	1	 	 	-2.368
694	 	-3	 	-2	 	1.571	 	1	 	1	 	 	33.9
695	 	-3	 	-2	 	1.571	 	2	 	1	 	 	-2.436
696	 	-3	 	-2	 	2.356	 	0	 	1	 	 	-2.842
697	 	-3	 	-2	 	2.356	 	1	 	1	 	 	28.06
698	 	-3	 	-2	 	2.356	 	2	 	1	 	 	-2.798
699	 	-3	 	-2	 	3.142	 	0	 	1	 	 	-3.165
700	 	-3	 	-2	 	3.142	 	1	 	1	 	 	16.65
701	 	-3	 	-2	 	3.142	 	2	 	1	 	 	-3.994
702	 	-3	 	-1	 	-3.142	 	0	 	2	 	 	-2.777
703	 	-3	 	-1	 	-3.142	 	1	 	2	 	 	-2.749
704	 	-3	 	-1	 	-3.142	 	2	 	2	 	 	19.34
705	 	-3	 	-1	 	-2.356	 	0	 	2	 	 	-2.514
706	 	-3	 	-1	 	-2.356	 	1	 	2	 	 	-2.487
707	 	-3	 	-1	 	-2.356	 	2	 	2	 	 	30.04
708	 	-3	 	-1	 	-1.571	 	0	 	2	 	 	-2.196
709	 	-3	 	-1	 	-1.571	 	1	 	2	 	 	-2.194
710	 	-3	 	-1	 	-1.571	 	2	 	2	 	 	38.97
711	 	-3	 	-1	 	-0.7854	 	0	 	0	 	 	41.86
712	 	-3	 	-1	 	-0.7854	 	1	 	0	 	 	-1.99
713	 	-3	 	-1	 	-0.7854	 	2	 	0	 	 	-1.995
714	 	-3	 	-1	 	0	 	0	 	1	 	 	-2.199
715	 	-3	 	-1	 	0	 	1	 	1	 	 	27
716	 	-3	 	-1	 	0	 	2	 	1	 	 	-2.167
717	 	-3	 	-1	 	0.7854	 	0	 	0	 	 	36.3
718	 	-3	 	-1	 	0.7854	 	1	 	0	 	 	-2.119
719	 	-3	 	-1	 	0.7854	 	2	 	0	 	 	-2.08
720	 	-3	 	-1	 	1.571	 	0	 	1	 	 	-2.259
721	 	-3	 	-1	 	1.571	 	1	 	1	 	 	30.32
722	 	-3	 	-1	 	1.571	 	2	 	1	 	 	-2.197
723	 	-3	 	-1	 	2.356	 	0	 	1	 	 	-2.583
724	 	-3	 	-1	 	2.356	 	1	 	1	 	 	19
725	 	-3	 	-1	 	2.356	 	2	 	1	 	 	-2.634
726	 	-3	 	-1	 	3.142	 	0	 	0	 	 	13.88
727	 	-3	 	-1	 	3.142	 	1	 	0	 	 	-2.757
728	 	-3	 	-1	 	3.142	 	2	 	0	 	 	-2.917
729	 	-3	 	0	 	-3.142	 	0	 	2	 	 	-3.086
730	 	-3	 	0	 	-3.142	 	1	 	2	 	 	-3.922
731	 	-3	 	0	 	-3.142	 	2	 	2	 	 	15.88
732	 	-3	 	0	 	-2.356	 	0	 	2	 	 	-2.687
733	 	-3	 	0	 	-2.356	 	1	 	2	 	 	-2.721
734	 	-3	 	0	 	-2.356	 	2	 	2	 	 	26.41
735	 	-3	 	0	 	-1.571	 	0	 	0	 	 	34.09
736	 	-3	 	0	 	-1.571	 	1	 	0	 	 	-2.34
737	 	-3	 	0	 	-1.571	 	2	 	0	 	 	-2.257
738	 	-3	 	0	 	-0.7854	 	0	 	0	 	 	31.45
739	 	-3	 	0	 	-0.7854	 	1	 	0	 	 	-2.063
740	 	-3	 	0	 	-0.7854	 	2	 	0	 	 	-2.083
741	 	-3	 	0	 	0	 	0	 	0	 	 	37.16
742	 	-3	 	0	 	0	 	1	 	0	 	 	-1.952
743	 	-3	 	0	 	0	 	2	 	0	 	 	-1.951
744	 	-3	 	0	 	0.7854	 	0	 	0	 	 	36.54
745	 	-3	 	0	 	0.7854	 	1	 	0	 	 	-1.935
746	 	-3	 	0	 	0.7854	 	2	 	0	 	 	-1.94
747	 	-3	 	0	 	1.571	 	0	 	1	 	 	-2.161
748	 	-3	 	0	 	1.571	 	1	 	1	 	 	33.53
749	 	-3	 	0	 	1.571	 	2	 	1	 	 	-2.139
750	 	-3	 	0	 	2.356	 	0	 	1	 	 	-2.582
751	 	-3	 	0	 	2.356	 	1	 	1	 	 	29.61
752	 	-3	 	0	 	2.356	 	2	 	1	 	 	-2.513
753	 	-3	 	0	 	3.142	 	0	 	1	 	 	-2.944
754	 	-3	 	0	 	3.142	 	1	 	1	 	 	21.59
755	 	-3	 	0	 	3.142	 	2	 	1	 	 	-4.127
756	 	-3	 	1	 	-3.142	 	0	 	2	 	 	-2.942
757	 	-3	 	1	 	-3.142	 	1	 	2	 	 	-2.997
758	 	-3	 	1	 	-3.142	 	2	 	2	 	 	21.25
759	 	-3	 	1	 	-2.356	 	0	 	2	 	 	-2.549
760	 	-3	 	1	 	-2.356	 	1	 	2	 	 	-2.544
761	 	-3	 	1	 	-2.356	 	2	 	2	 	 	28.84
762	 	-3	 	1	 	-1.571	 	0	 	2	 	 	-2.224
763	 	-3	 	1	 	-1.571	 	1	 	2	 	 	-2.264
764	 	-3	 	1	 	-1.571	 	2	 	2	 	 	33.04
765	 	-3	 	1	 	-0.7854	 	0	 	2	 	 	-2.117
766	 	-3	 	1	 	-0.7854	 	1	 	2	 	 	-2.072
767	 	-3	 	1	 	-0.7854	 	2	 	2	 	 	35.88
768	 	-3	 	1	 	0	 	0	 	0	 	 	39.17
769	 	-3	 	1	 	0	 	1	 	0	 	 	-1.838
770	 	-3	 	1	 	0	 	2	 	0	 	 	-1.917
771	 	-3	 	1	 	0.7854	 	0	 	0	 	 	36.72
772	 	-3	 	1	 	0.7854	 	1	 	0	 	 	-1.951
773	 	-3	 	1	 	0.7854	 	2	 	0	 	 	-1.95
774	 	-3	 	1	 	1.571	 	0	 	1	 	 	-2.042
775	 	-3	 	1	 	1.571	 	1	 	1	 	 	33.42
776	 	-3	 	1	 	1.571	 	2	 	1	 	 	-2.065
777	 	-3	 	1	 	2.356	 	0	 	1	 	 	-2.448
778	 	-3	 	1	 	2.356	 	1	 	1	 	 	26.25
779	 	-3	 	1	 	2.356	 	2	 	1	 	 	-2.306
780	 	-3	 	1	 	3.142	 	0	 	1	 	 	-2.766
781	 	-3	 	1	 	3.142	 	1	 	1	 	 	16.55
782	 	-3	 	1	 	3.142	 	2	 	1	 	 	-2.927
783	 	-3	 	2	 	-3.142	 	0	 	2	 	 	-2.758
784	 	-3	 	2	 	-3.142	 	1	 	2	 	 	-2.918
785	 	-3	 	2	 	-3.142	 	2	 	2	 	 	13.87
786	 	-3	 	2	 	-2.356	 	0	 	2	 	 	-2.466
