Gamma     = 0.99 , alpha    = 0.1 , episodes            = 25000
n actions = 3    , n states = 441 , n state action pair = 1323

row	 	 x	 	 y	 	theta	 	actions	 	best action	 	Q Table
369	 	-1	 	1.5	 	1.571	 	0	 	1	 	 	-2.997
370	 	-1	 	1.5	 	1.571	 	1	 	1	 	 	50.86
371	 	-1	 	1.5	 	1.571	 	2	 	1	 	 	-2.433
372	 	-1	 	1.5	 	2.356	 	0	 	1	 	 	-3.439
373	 	-1	 	1.5	 	2.356	 	1	 	1	 	 	43.39
374	 	-1	 	1.5	 	2.356	 	2	 	1	 	 	-2.868
375	 	-1	 	1.5	 	3.142	 	0	 	1	 	 	-3.236
376	 	-1	 	1.5	 	3.142	 	1	 	1	 	 	33.22
377	 	-1	 	1.5	 	3.142	 	2	 	1	 	 	-3.994
378	 	-0.5	 	-1.5	 	-3.142	 	0	 	2	 	 	-4.874
379	 	-0.5	 	-1.5	 	-3.142	 	1	 	2	 	 	-4.99
380	 	-0.5	 	-1.5	 	-3.142	 	2	 	2	 	 	18.26
381	 	-0.5	 	-1.5	 	-2.356	 	0	 	2	 	 	-4.99
382	 	-0.5	 	-1.5	 	-2.356	 	1	 	2	 	 	-4.464
383	 	-0.5	 	-1.5	 	-2.356	 	2	 	2	 	 	26.35
384	 	-0.5	 	-1.5	 	-1.571	 	0	 	2	 	 	-3.994
385	 	-0.5	 	-1.5	 	-1.571	 	1	 	2	 	 	-3.774
386	 	-0.5	 	-1.5	 	-1.571	 	2	 	2	 	 	31.15
387	 	-0.5	 	-1.5	 	-0.7854	 	0	 	2	 	 	-2.929
388	 	-0.5	 	-1.5	 	-0.7854	 	1	 	2	 	 	-2.839
389	 	-0.5	 	-1.5	 	-0.7854	 	2	 	2	 	 	36.51
390	 	-0.5	 	-1.5	 	0	 	0	 	0	 	 	41.08
391	 	-0.5	 	-1.5	 	0	 	1	 	0	 	 	-2.045
392	 	-0.5	 	-1.5	 	0	 	2	 	0	 	 	-1.962
393	 	-0.5	 	-1.5	 	0.7854	 	0	 	0	 	 	-1
394	 	-0.5	 	-1.5	 	0.7854	 	1	 	0	 	 	-1.189
395	 	-0.5	 	-1.5	 	0.7854	 	2	 	0	 	 	-1.072
396	 	-0.5	 	-1.5	 	1.571	 	0	 	0	 	 	34.22
397	 	-0.5	 	-1.5	 	1.571	 	1	 	0	 	 	-0.9939
398	 	-0.5	 	-1.5	 	1.571	 	2	 	0	 	 	-1.052
399	 	-0.5	 	-1.5	 	2.356	 	0	 	0	 	 	-0.9999
400	 	-0.5	 	-1.5	 	2.356	 	1	 	0	 	 	-1.03
401	 	-0.5	 	-1.5	 	2.356	 	2	 	0	 	 	-1.112
402	 	-0.5	 	-1.5	 	3.142	 	0	 	0	 	 	26.08
403	 	-0.5	 	-1.5	 	3.142	 	1	 	0	 	 	-1.892
404	 	-0.5	 	-1.5	 	3.142	 	2	 	0	 	 	-1.999
405	 	-0.5	 	-1	 	-3.142	 	0	 	0	 	 	-0.9996
406	 	-0.5	 	-1	 	-3.142	 	1	 	0	 	 	-1
407	 	-0.5	 	-1	 	-3.142	 	2	 	0	 	 	-1.08
408	 	-0.5	 	-1	 	-2.356	 	0	 	2	 	 	-2.035
409	 	-0.5	 	-1	 	-2.356	 	1	 	2	 	 	-1.798
410	 	-0.5	 	-1	 	-2.356	 	2	 	2	 	 	31.29
411	 	-0.5	 	-1	 	-1.571	 	0	 	2	 	 	-1.909
412	 	-0.5	 	-1	 	-1.571	 	1	 	2	 	 	-1.893
413	 	-0.5	 	-1	 	-1.571	 	2	 	2	 	 	37.97
414	 	-0.5	 	-1	 	-0.7854	 	0	 	2	 	 	-1.637
415	 	-0.5	 	-1	 	-0.7854	 	1	 	2	 	 	-1.724
416	 	-0.5	 	-1	 	-0.7854	 	2	 	2	 	 	42.95
417	 	-0.5	 	-1	 	0	 	0	 	2	 	 	-0.9202
418	 	-0.5	 	-1	 	0	 	1	 	2	 	 	-1.065
419	 	-0.5	 	-1	 	0	 	2	 	2	 	 	47.83
420	 	-0.5	 	-1	 	0.7854	 	0	 	0	 	 	52.11
421	 	-0.5	 	-1	 	0.7854	 	1	 	0	 	 	-1.189
422	 	-0.5	 	-1	 	0.7854	 	2	 	0	 	 	-1.216
423	 	-0.5	 	-1	 	1.571	 	0	 	1	 	 	-1.371
424	 	-0.5	 	-1	 	1.571	 	1	 	1	 	 	47.54
425	 	-0.5	 	-1	 	1.571	 	2	 	1	 	 	-1.418
426	 	-0.5	 	-1	 	2.356	 	0	 	1	 	 	-1.456
427	 	-0.5	 	-1	 	2.356	 	1	 	1	 	 	41.62
428	 	-0.5	 	-1	 	2.356	 	2	 	1	 	 	-1.362
429	 	-0.5	 	-1	 	3.142	 	0	 	0	 	 	-0.9994
430	 	-0.5	 	-1	 	3.142	 	1	 	0	 	 	-1.035
431	 	-0.5	 	-1	 	3.142	 	2	 	0	 	 	-1
432	 	-0.5	 	-0.5	 	-3.142	 	0	 	2	 	 	-2.119
433	 	-0.5	 	-0.5	 	-3.142	 	1	 	2	 	 	-1.999
434	 	-0.5	 	-0.5	 	-3.142	 	2	 	2	 	 	-1.99
435	 	-0.5	 	-0.5	 	-2.356	 	0	 	0	 	 	-1
436	 	-0.5	 	-0.5	 	-2.356	 	1	 	0	 	 	-1.085
437	 	-0.5	 	-0.5	 	-2.356	 	2	 	0	 	 	-1.02
438	 	-0.5	 	-0.5	 	-1.571	 	0	 	0	 	 	29.23
439	 	-0.5	 	-0.5	 	-1.571	 	1	 	0	 	 	-1.507
440	 	-0.5	 	-0.5	 	-1.571	 	2	 	0	 	 	-1.501
441	 	-0.5	 	-0.5	 	-0.7854	 	0	 	2	 	 	-0.9722
442	 	-0.5	 	-0.5	 	-0.7854	 	1	 	2	 	 	-1.002
443	 	-0.5	 	-0.5	 	-0.7854	 	2	 	2	 	 	35.19
444	 	-0.5	 	-0.5	 	0	 	0	 	0	 	 	45.78
445	 	-0.5	 	-0.5	 	0	 	1	 	0	 	 	-1.084
446	 	-0.5	 	-0.5	 	0	 	2	 	0	 	 	-1.143
447	 	-0.5	 	-0.5	 	0.7854	 	0	 	1	 	 	-0.9282
448	 	-0.5	 	-0.5	 	0.7854	 	1	 	1	 	 	35.66
449	 	-0.5	 	-0.5	 	0.7854	 	2	 	1	 	 	-0.9334
450	 	-0.5	 	-0.5	 	1.571	 	0	 	0	 	 	40.99
451	 	-0.5	 	-0.5	 	1.571	 	1	 	0	 	 	-1.237
452	 	-0.5	 	-0.5	 	1.571	 	2	 	0	 	 	-1.247
453	 	-0.5	 	-0.5	 	2.356	 	0	 	0	 	 	-0.9999
454	 	-0.5	 	-0.5	 	2.356	 	1	 	0	 	 	-1.05
455	 	-0.5	 	-0.5	 	2.356	 	2	 	0	 	 	-1.023
456	 	-0.5	 	-0.5	 	3.142	 	0	 	0	 	 	25.09
457	 	-0.5	 	-0.5	 	3.142	 	1	 	0	 	 	-1.715
458	 	-0.5	 	-0.5	 	3.142	 	2	 	0	 	 	-1.999
459	 	-0.5	 	0	 	-3.142	 	0	 	0	 	 	-0.9985
460	 	-0.5	 	0	 	-3.142	 	1	 	0	 	 	-1
461	 	-0.5	 	0	 	-3.142	 	2	 	0	 	 	-1.093
462	 	-0.5	 	0	 	-2.356	 	0	 	2	 	 	-1.67
463	 	-0.5	 	0	 	-2.356	 	1	 	2	 	 	-1.641
464	 	-0.5	 	0	 	-2.356	 	2	 	2	 	 	25.89
465	 	-0.5	 	0	 	-1.571	 	0	 	2	 	 	-1.451
466	 	-0.5	 	0	 	-1.571	 	1	 	2	 	 	-1.488
467	 	-0.5	 	0	 	-1.571	 	2	 	2	 	 	38.93
468	 	-0.5	 	0	 	-0.7854	 	0	 	2	 	 	-1.126
469	 	-0.5	 	0	 	-0.7854	 	1	 	2	 	 	-1.074
470	 	-0.5	 	0	 	-0.7854	 	2	 	2	 	 	47.65
471	 	-0.5	 	0	 	0	 	0	 	2	 	 	-0.6862
472	 	-0.5	 	0	 	0	 	1	 	2	 	 	-0.7866
473	 	-0.5	 	0	 	0	 	2	 	2	 	 	53.21
474	 	-0.5	 	0	 	0.7854	 	0	 	0	 	 	57.63
475	 	-0.5	 	0	 	0.7854	 	1	 	0	 	 	-0.8021
476	 	-0.5	 	0	 	0.7854	 	2	 	0	 	 	-0.8187
477	 	-0.5	 	0	 	1.571	 	0	 	1	 	 	-1.005
478	 	-0.5	 	0	 	1.571	 	1	 	1	 	 	53.22
479	 	-0.5	 	0	 	1.571	 	2	 	1	 	 	-1.03
480	 	-0.5	 	0	 	2.356	 	0	 	1	 	 	-1.031
481	 	-0.5	 	0	 	2.356	 	1	 	1	 	 	45.93
482	 	-0.5	 	0	 	2.356	 	2	 	1	 	 	-1.027
483	 	-0.5	 	0	 	3.142	 	0	 	1	 	 	-0.7712
484	 	-0.5	 	0	 	3.142	 	1	 	1	 	 	32.78
485	 	-0.5	 	0	 	3.142	 	2	 	1	 	 	-1
486	 	-0.5	 	0.5	 	-3.142	 	0	 	0	 	 	27.36
487	 	-0.5	 	0.5	 	-3.142	 	1	 	0	 	 	-1.999
488	 	-0.5	 	0.5	 	-3.142	 	2	 	0	 	 	-1.923
489	 	-0.5	 	0.5	 	-2.356	 	0	 	0	 	 	-1
490	 	-0.5	 	0.5	 	-2.356	 	1	 	0	 	 	-1.034
491	 	-0.5	 	0.5	 	-2.356	 	2	 	0	 	 	-1.081
492	 	-0.5	 	0.5	 	-1.571	 	0	 	2	 	 	-1.26
493	 	-0.5	 	0.5	 	-1.571	 	1	 	2	 	 	-1.197
494	 	-0.5	 	0.5	 	-1.571	 	2	 	2	 	 	37.99
495	 	-0.5	 	0.5	 	-0.7854	 	0	 	2	 	 	-0.7458
496	 	-0.5	 	0.5	 	-0.7854	 	1	 	2	 	 	-0.79
497	 	-0.5	 	0.5	 	-0.7854	 	2	 	2	 	 	47.49
498	 	-0.5	 	0.5	 	0	 	0	 	0	 	 	52.69
499	 	-0.5	 	0.5	 	0	 	1	 	0	 	 	-0.8538
500	 	-0.5	 	0.5	 	0	 	2	 	0	 	 	-0.8467
501	 	-0.5	 	0.5	 	0.7854	 	0	 	1	 	 	-0.7458
502	 	-0.5	 	0.5	 	0.7854	 	1	 	1	 	 	38.27
503	 	-0.5	 	0.5	 	0.7854	 	2	 	1	 	 	-0.7812
504	 	-0.5	 	0.5	 	1.571	 	0	 	0	 	 	49.12
505	 	-0.5	 	0.5	 	1.571	 	1	 	0	 	 	-0.8649
506	 	-0.5	 	0.5	 	1.571	 	2	 	0	 	 	-0.8321
507	 	-0.5	 	0.5	 	2.356	 	0	 	1	 	 	-0.8332
508	 	-0.5	 	0.5	 	2.356	 	1	 	1	 	 	43.02
509	 	-0.5	 	0.5	 	2.356	 	2	 	1	 	 	-0.9545
510	 	-0.5	 	0.5	 	3.142	 	0	 	1	 	 	-1.365
511	 	-0.5	 	0.5	 	3.142	 	1	 	1	 	 	31.15
512	 	-0.5	 	0.5	 	3.142	 	2	 	1	 	 	-1.999
513	 	-0.5	 	1	 	-3.142	 	0	 	2	 	 	-0.9354
514	 	-0.5	 	1	 	-3.142	 	1	 	2	 	 	-1
515	 	-0.5	 	1	 	-3.142	 	2	 	2	 	 	27.03
516	 	-0.5	 	1	 	-2.356	 	0	 	2	 	 	-1.189
517	 	-0.5	 	1	 	-2.356	 	1	 	2	 	 	-1.075
518	 	-0.5	 	1	 	-2.356	 	2	 	2	 	 	36.84
519	 	-0.5	 	1	 	-1.571	 	0	 	2	 	 	-0.9262
520	 	-0.5	 	1	 	-1.571	 	1	 	2	 	 	-0.9051
521	 	-0.5	 	1	 	-1.571	 	2	 	2	 	 	45.22
522	 	-0.5	 	1	 	-0.7854	 	0	 	2	 	 	-0.6692
523	 	-0.5	 	1	 	-0.7854	 	1	 	2	 	 	-0.7324
524	 	-0.5	 	1	 	-0.7854	 	2	 	2	 	 	51.12
525	 	-0.5	 	1	 	0	 	0	 	2	 	 	-0.4686
526	 	-0.5	 	1	 	0	 	1	 	2	 	 	-0.5397
527	 	-0.5	 	1	 	0	 	2	 	2	 	 	55.03
528	 	-0.5	 	1	 	0.7854	 	0	 	0	 	 	58.69
529	 	-0.5	 	1	 	0.7854	 	1	 	0	 	 	-0.6238
530	 	-0.5	 	1	 	0.7854	 	2	 	0	 	 	-0.6073
531	 	-0.5	 	1	 	1.571	 	0	 	1	 	 	-0.9555
532	 	-0.5	 	1	 	1.571	 	1	 	1	 	 	54.22
533	 	-0.5	 	1	 	1.571	 	2	 	1	 	 	-0.9646
534	 	-0.5	 	1	 	2.356	 	0	 	1	 	 	-1.301
535	 	-0.5	 	1	 	2.356	 	1	 	1	 	 	43.66
536	 	-0.5	 	1	 	2.356	 	2	 	1	 	 	-1.136
537	 	-0.5	 	1	 	3.142	 	0	 	1	 	 	-0.8499
538	 	-0.5	 	1	 	3.142	 	1	 	1	 	 	31.38
539	 	-0.5	 	1	 	3.142	 	2	 	1	 	 	-1
540	 	-0.5	 	1.5	 	-3.142	 	0	 	2	 	 	-1.004
541	 	-0.5	 	1.5	 	-3.142	 	1	 	2	 	 	-1
542	 	-0.5	 	1.5	 	-3.142	 	2	 	2	 	 	32.64
543	 	-0.5	 	1.5	 	-2.356	 	0	 	2	 	 	-0.6126
544	 	-0.5	 	1.5	 	-2.356	 	1	 	2	 	 	-0.6429
545	 	-0.5	 	1.5	 	-2.356	 	2	 	2	 	 	44.98
546	 	-0.5	 	1.5	 	-1.571	 	0	 	2	 	 	-0.5233
547	 	-0.5	 	1.5	 	-1.571	 	1	 	2	 	 	-0.4909
548	 	-0.5	 	1.5	 	-1.571	 	2	 	2	 	 	51.28
549	 	-0.5	 	1.5	 	-0.7854	 	0	 	2	 	 	-0.4095
550	 	-0.5	 	1.5	 	-0.7854	 	1	 	2	 	 	-0.4561
551	 	-0.5	 	1.5	 	-0.7854	 	2	 	2	 	 	55.76
552	 	-0.5	 	1.5	 	0	 	0	 	0	 	 	60.75
553	 	-0.5	 	1.5	 	0	 	1	 	0	 	 	-0.7534
554	 	-0.5	 	1.5	 	0	 	2	 	0	 	 	-0.7712
555	 	-0.5	 	1.5	 	0.7854	 	0	 	1	 	 	-1.999
556	 	-0.5	 	1.5	 	0.7854	 	1	 	1	 	 	55.93
557	 	-0.5	 	1.5	 	0.7854	 	2	 	1	 	 	-1.17
558	 	-0.5	 	1.5	 	1.571	 	0	 	1	 	 	-3.439
559	 	-0.5	 	1.5	 	1.571	 	1	 	1	 	 	50.51
560	 	-0.5	 	1.5	 	1.571	 	2	 	1	 	 	-1.561
561	 	-0.5	 	1.5	 	2.356	 	0	 	1	 	 	-1.999
562	 	-0.5	 	1.5	 	2.356	 	1	 	1	 	 	44.39
563	 	-0.5	 	1.5	 	2.356	 	2	 	1	 	 	-1.991
564	 	-0.5	 	1.5	 	3.142	 	0	 	1	 	 	-2.381
565	 	-0.5	 	1.5	 	3.142	 	1	 	1	 	 	32.02
566	 	-0.5	 	1.5	 	3.142	 	2	 	1	 	 	-2.758
567	 	0	 	-1.5	 	-3.142	 	0	 	2	 	 	-4.614
568	 	0	 	-1.5	 	-3.142	 	1	 	2	 	 	-4.891
569	 	0	 	-1.5	 	-3.142	 	2	 	2	 	 	21.88
570	 	0	 	-1.5	 	-2.356	 	0	 	2	 	 	-4.99
571	 	0	 	-1.5	 	-2.356	 	1	 	2	 	 	-4.332
572	 	0	 	-1.5	 	-2.356	 	2	 	2	 	 	30.8
573	 	0	 	-1.5	 	-1.571	 	0	 	2	 	 	-3.994
574	 	0	 	-1.5	 	-1.571	 	1	 	2	 	 	-3.703
575	 	0	 	-1.5	 	-1.571	 	2	 	2	 	 	35.92
576	 	0	 	-1.5	 	-0.7854	 	0	 	2	 	 	-2.926
577	 	0	 	-1.5	 	-0.7854	 	1	 	2	 	 	-2.963
578	 	0	 	-1.5	 	-0.7854	 	2	 	2	 	 	40.99
579	 	0	 	-1.5	 	0	 	0	 	2	 	 	-2.159
580	 	0	 	-1.5	 	0	 	1	 	2	 	 	-2.183
581	 	0	 	-1.5	 	0	 	2	 	2	 	 	45.88
582	 	0	 	-1.5	 	0.7854	 	0	 	0	 	 	49.13
583	 	0	 	-1.5	 	0.7854	 	1	 	0	 	 	-1.439
584	 	0	 	-1.5	 	0.7854	 	2	 	0	 	 	-1.358
585	 	0	 	-1.5	 	1.571	 	0	 	0	 	 	-0.9999
586	 	0	 	-1.5	 	1.571	 	1	 	0	 	 	-1.003
587	 	0	 	-1.5	 	1.571	 	2	 	0	 	 	-1.123
588	 	0	 	-1.5	 	2.356	 	0	 	0	 	 	35.18
589	 	0	 	-1.5	 	2.356	 	1	 	0	 	 	-1.536
590	 	0	 	-1.5	 	2.356	 	2	 	0	 	 	-1.545
591	 	0	 	-1.5	 	3.142	 	0	 	1	 	 	-1.92
592	 	0	 	-1.5	 	3.142	 	1	 	1	 	 	27.85
593	 	0	 	-1.5	 	3.142	 	2	 	1	 	 	-1.999
594	 	0	 	-1	 	-3.142	 	0	 	0	 	 	0
595	 	0	 	-1	 	-3.142	 	1	 	0	 	 	0
596	 	0	 	-1	 	-3.142	 	2	 	0	 	 	0
597	 	0	 	-1	 	-2.356	 	0	 	0	 	 	0
598	 	0	 	-1	 	-2.356	 	1	 	0	 	 	0
599	 	0	 	-1	 	-2.356	 	2	 	0	 	 	0
600	 	0	 	-1	 	-1.571	 	0	 	0	 	 	0
601	 	0	 	-1	 	-1.571	 	1	 	0	 	 	0
602	 	0	 	-1	 	-1.571	 	2	 	0	 	 	0
603	 	0	 	-1	 	-0.7854	 	0	 	0	 	 	0
604	 	0	 	-1	 	-0.7854	 	1	 	0	 	 	0
605	 	0	 	-1	 	-0.7854	 	2	 	0	 	 	0
606	 	0	 	-1	 	0	 	0	 	0	 	 	0
607	 	0	 	-1	 	0	 	1	 	0	 	 	0
608	 	0	 	-1	 	0	 	2	 	0	 	 	0
609	 	0	 	-1	 	0.7854	 	0	 	0	 	 	0
610	 	0	 	-1	 	0.7854	 	1	 	0	 	 	0
611	 	0	 	-1	 	0.7854	 	2	 	0	 	 	0
612	 	0	 	-1	 	1.571	 	0	 	0	 	 	0
613	 	0	 	-1	 	1.571	 	1	 	0	 	 	0
614	 	0	 	-1	 	1.571	 	2	 	0	 	 	0
615	 	0	 	-1	 	2.356	 	0	 	0	 	 	0
616	 	0	 	-1	 	2.356	 	1	 	0	 	 	0
617	 	0	 	-1	 	2.356	 	2	 	0	 	 	0
618	 	0	 	-1	 	3.142	 	0	 	0	 	 	0
619	 	0	 	-1	 	3.142	 	1	 	0	 	 	0
620	 	0	 	-1	 	3.142	 	2	 	0	 	 	0
621	 	0	 	-0.5	 	-3.142	 	0	 	2	 	 	-2.21
622	 	0	 	-0.5	 	-3.142	 	1	 	2	 	 	-2.997
623	 	0	 	-0.5	 	-3.142	 	2	 	2	 	 	31.78
624	 	0	 	-0.5	 	-2.356	 	0	 	2	 	 	-1.704
625	 	0	 	-0.5	 	-2.356	 	1	 	2	 	 	-1.805
626	 	0	 	-0.5	 	-2.356	 	2	 	2	 	 	37.81
627	 	0	 	-0.5	 	-1.571	 	0	 	2	 	 	-0.9618
628	 	0	 	-0.5	 	-1.571	 	1	 	2	 	 	-1.017
629	 	0	 	-0.5	 	-1.571	 	2	 	2	 	 	43.37
630	 	0	 	-0.5	 	-0.7854	 	0	 	2	 	 	-1.294
631	 	0	 	-0.5	 	-0.7854	 	1	 	2	 	 	-1.225
632	 	0	 	-0.5	 	-0.7854	 	2	 	2	 	 	47.92
633	 	0	 	-0.5	 	0	 	0	 	2	 	 	-1.07
634	 	0	 	-0.5	 	0	 	1	 	2	 	 	-1.088
635	 	0	 	-0.5	 	0	 	2	 	2	 	 	51.74
636	 	0	 	-0.5	 	0.7854	 	0	 	0	 	 	54.46
637	 	0	 	-0.5	 	0.7854	 	1	 	0	 	 	-0.9065
638	 	0	 	-0.5	 	0.7854	 	2	 	0	 	 	-0.8446
639	 	0	 	-0.5	 	1.571	 	0	 	1	 	 	-0.6513
640	 	0	 	-0.5	 	1.571	 	1	 	1	 	 	49.31
641	 	0	 	-0.5	 	1.571	 	2	 	1	 	 	-0.6811
642	 	0	 	-0.5	 	2.356	 	0	 	1	 	 	-1.069
643	 	0	 	-0.5	 	2.356	 	1	 	1	 	 	42.9
644	 	0	 	-0.5	 	2.356	 	2	 	1	 	 	-1.136
645	 	0	 	-0.5	 	3.142	 	0	 	1	 	 	-1.419
646	 	0	 	-0.5	 	3.142	 	1	 	1	 	 	35.89
647	 	0	 	-0.5	 	3.142	 	2	 	1	 	 	-1.999
648	 	0	 	0	 	-3.142	 	0	 	0	 	 	0
649	 	0	 	0	 	-3.142	 	1	 	0	 	 	0
650	 	0	 	0	 	-3.142	 	2	 	0	 	 	0
651	 	0	 	0	 	-2.356	 	0	 	0	 	 	0
652	 	0	 	0	 	-2.356	 	1	 	0	 	 	0
653	 	0	 	0	 	-2.356	 	2	 	0	 	 	0
654	 	0	 	0	 	-1.571	 	0	 	0	 	 	0
655	 	0	 	0	 	-1.571	 	1	 	0	 	 	0
656	 	0	 	0	 	-1.571	 	2	 	0	 	 	0
657	 	0	 	0	 	-0.7854	 	0	 	0	 	 	0
658	 	0	 	0	 	-0.7854	 	1	 	0	 	 	0
659	 	0	 	0	 	-0.7854	 	2	 	0	 	 	0
660	 	0	 	0	 	0	 	0	 	0	 	 	0
661	 	0	 	0	 	0	 	1	 	0	 	 	0
662	 	0	 	0	 	0	 	2	 	0	 	 	0
663	 	0	 	0	 	0.7854	 	0	 	0	 	 	0
664	 	0	 	0	 	0.7854	 	1	 	0	 	 	0
665	 	0	 	0	 	0.7854	 	2	 	0	 	 	0
666	 	0	 	0	 	1.571	 	0	 	0	 	 	0
667	 	0	 	0	 	1.571	 	1	 	0	 	 	0
668	 	0	 	0	 	1.571	 	2	 	0	 	 	0
669	 	0	 	0	 	2.356	 	0	 	0	 	 	0
670	 	0	 	0	 	2.356	 	1	 	0	 	 	0
671	 	0	 	0	 	2.356	 	2	 	0	 	 	0
672	 	0	 	0	 	3.142	 	0	 	0	 	 	0
673	 	0	 	0	 	3.142	 	1	 	0	 	 	0
674	 	0	 	0	 	3.142	 	2	 	0	 	 	0
675	 	0	 	0.5	 	-3.142	 	0	 	2	 	 	-1.95
676	 	0	 	0.5	 	-3.142	 	1	 	2	 	 	-1.999
677	 	0	 	0.5	 	-3.142	 	2	 	2	 	 	37.18
678	 	0	 	0.5	 	-2.356	 	0	 	2	 	 	-1.426
679	 	0	 	0.5	 	-2.356	 	1	 	2	 	 	-1.423
680	 	0	 	0.5	 	-2.356	 	2	 	2	 	 	43.36
681	 	0	 	0.5	 	-1.571	 	0	 	2	 	 	-0.7941
682	 	0	 	0.5	 	-1.571	 	1	 	2	 	 	-0.7909
683	 	0	 	0.5	 	-1.571	 	2	 	2	 	 	48.96
684	 	0	 	0.5	 	-0.7854	 	0	 	2	 	 	-0.7962
685	 	0	 	0.5	 	-0.7854	 	1	 	2	 	 	-0.7101
686	 	0	 	0.5	 	-0.7854	 	2	 	2	 	 	53.29
687	 	0	 	0.5	 	0	 	0	 	2	 	 	-0.6397
688	 	0	 	0.5	 	0	 	1	 	2	 	 	-0.6111
689	 	0	 	0.5	 	0	 	2	 	2	 	 	56.79
690	 	0	 	0.5	 	0.7854	 	0	 	0	 	 	59.92
691	 	0	 	0.5	 	0.7854	 	1	 	0	 	 	-0.5995
692	 	0	 	0.5	 	0.7854	 	2	 	0	 	 	-0.5483
693	 	0	 	0.5	 	1.571	 	0	 	1	 	 	-0.5695
694	 	0	 	0.5	 	1.571	 	1	 	1	 	 	54.6
695	 	0	 	0.5	 	1.571	 	2	 	1	 	 	-0.6587
696	 	0	 	0.5	 	2.356	 	0	 	1	 	 	-0.9067
697	 	0	 	0.5	 	2.356	 	1	 	1	 	 	48.69
698	 	0	 	0.5	 	2.356	 	2	 	1	 	 	-0.9518
699	 	0	 	0.5	 	3.142	 	0	 	1	 	 	-1.185
700	 	0	 	0.5	 	3.142	 	1	 	1	 	 	42.7
701	 	0	 	0.5	 	3.142	 	2	 	1	 	 	-1.999
702	 	0	 	1	 	-3.142	 	0	 	0	 	 	0
703	 	0	 	1	 	-3.142	 	1	 	0	 	 	0
704	 	0	 	1	 	-3.142	 	2	 	0	 	 	0
705	 	0	 	1	 	-2.356	 	0	 	0	 	 	0
706	 	0	 	1	 	-2.356	 	1	 	0	 	 	0
707	 	0	 	1	 	-2.356	 	2	 	0	 	 	0
708	 	0	 	1	 	-1.571	 	0	 	0	 	 	0
709	 	0	 	1	 	-1.571	 	1	 	0	 	 	0
710	 	0	 	1	 	-1.571	 	2	 	0	 	 	0
711	 	0	 	1	 	-0.7854	 	0	 	0	 	 	0
712	 	0	 	1	 	-0.7854	 	1	 	0	 	 	0
713	 	0	 	1	 	-0.7854	 	2	 	0	 	 	0
714	 	0	 	1	 	0	 	0	 	0	 	 	0
715	 	0	 	1	 	0	 	1	 	0	 	 	0
716	 	0	 	1	 	0	 	2	 	0	 	 	0
717	 	0	 	1	 	0.7854	 	0	 	0	 	 	0
718	 	0	 	1	 	0.7854	 	1	 	0	 	 	0
719	 	0	 	1	 	0.7854	 	2	 	0	 	 	0
720	 	0	 	1	 	1.571	 	0	 	0	 	 	0
721	 	0	 	1	 	1.571	 	1	 	0	 	 	0
722	 	0	 	1	 	1.571	 	2	 	0	 	 	0
723	 	0	 	1	 	2.356	 	0	 	0	 	 	0
724	 	0	 	1	 	2.356	 	1	 	0	 	 	0
725	 	0	 	1	 	2.356	 	2	 	0	 	 	0
726	 	0	 	1	 	3.142	 	0	 	0	 	 	0
727	 	0	 	1	 	3.142	 	1	 	0	 	 	0
728	 	0	 	1	 	3.142	 	2	 	0	 	 	0
729	 	0	 	1.5	 	-3.142	 	0	 	2	 	 	-0.9905
730	 	0	 	1.5	 	-3.142	 	1	 	2	 	 	-1
731	 	0	 	1.5	 	-3.142	 	2	 	2	 	 	32.4
732	 	0	 	1.5	 	-2.356	 	0	 	2	 	 	-0.5839
733	 	0	 	1.5	 	-2.356	 	1	 	2	 	 	-0.6038
734	 	0	 	1.5	 	-2.356	 	2	 	2	 	 	42.83
735	 	0	 	1.5	 	-1.571	 	0	 	2	 	 	-0.271
736	 	0	 	1.5	 	-1.571	 	1	 	2	 	 	-0.3184
737	 	0	 	1.5	 	-1.571	 	2	 	2	 	 	49.99
738	 	0	 	1.5	 	-0.7854	 	0	 	2	 	 	-0.2898
739	 	0	 	1.5	 	-0.7854	 	1	 	2	 	 	-0.2809
740	 	0	 	1.5	 	-0.7854	 	2	 	2	 	 	56.86
741	 	0	 	1.5	 	0	 	0	 	0	 	 	62.9
742	 	0	 	1.5	 	0	 	1	 	0	 	 	-0.4293
743	 	0	 	1.5	 	0	 	2	 	0	 	 	-0.4066
744	 	0	 	1.5	 	0.7854	 	0	 	1	 	 	-1
745	 	0	 	1.5	 	0.7854	 	1	 	1	 	 	60.9
746	 	0	 	1.5	 	0.7854	 	2	 	1	 	 	-0.6798
747	 	0	 	1.5	 	1.571	 	0	 	1	 	 	-1.929
748	 	0	 	1.5	 	1.571	 	1	 	1	 	 	54.72
749	 	0	 	1.5	 	1.571	 	2	 	1	 	 	-0.8978
750	 	0	 	1.5	 	2.356	 	0	 	1	 	 	-1.999
751	 	0	 	1.5	 	2.356	 	1	 	1	 	 	47.02
752	 	0	 	1.5	 	2.356	 	2	 	1	 	 	-1.139
753	 	0	 	1.5	 	3.142	 	0	 	1	 	 	-1.274
754	 	0	 	1.5	 	3.142	 	1	 	1	 	 	35.29
755	 	0	 	1.5	 	3.142	 	2	 	1	 	 	-3.449
756	 	0.5	 	-1.5	 	-3.142	 	0	 	2	 	 	-4.544
