Gamma     = 0.99 , alpha    = 0.1 , episodes            = 25000
n actions = 3    , n states = 441 , n state action pair = 1323

row	 	 x	 	 y	 	theta	 	actions	 	best action	 	Q Table
757	 	0.5	 	-1.5	 	-3.142	 	1	 	2	 	 	-4.99
758	 	0.5	 	-1.5	 	-3.142	 	2	 	2	 	 	22.63
759	 	0.5	 	-1.5	 	-2.356	 	0	 	2	 	 	-4.99
760	 	0.5	 	-1.5	 	-2.356	 	1	 	2	 	 	-4.129
761	 	0.5	 	-1.5	 	-2.356	 	2	 	2	 	 	28.08
762	 	0.5	 	-1.5	 	-1.571	 	0	 	2	 	 	-3.994
763	 	0.5	 	-1.5	 	-1.571	 	1	 	2	 	 	-3.531
764	 	0.5	 	-1.5	 	-1.571	 	2	 	2	 	 	33.31
765	 	0.5	 	-1.5	 	-0.7854	 	0	 	2	 	 	-2.898
766	 	0.5	 	-1.5	 	-0.7854	 	1	 	2	 	 	-2.718
767	 	0.5	 	-1.5	 	-0.7854	 	2	 	2	 	 	37.99
768	 	0.5	 	-1.5	 	0	 	0	 	0	 	 	42.47
769	 	0.5	 	-1.5	 	0	 	1	 	0	 	 	-2.053
770	 	0.5	 	-1.5	 	0	 	2	 	0	 	 	-1.893
771	 	0.5	 	-1.5	 	0.7854	 	0	 	1	 	 	-0.9954
772	 	0.5	 	-1.5	 	0.7854	 	1	 	1	 	 	30.92
773	 	0.5	 	-1.5	 	0.7854	 	2	 	1	 	 	-0.997
774	 	0.5	 	-1.5	 	1.571	 	0	 	0	 	 	40.97
775	 	0.5	 	-1.5	 	1.571	 	1	 	0	 	 	-0.8739
776	 	0.5	 	-1.5	 	1.571	 	2	 	0	 	 	-0.8605
777	 	0.5	 	-1.5	 	2.356	 	0	 	1	 	 	-0.9114
778	 	0.5	 	-1.5	 	2.356	 	1	 	1	 	 	34.63
779	 	0.5	 	-1.5	 	2.356	 	2	 	1	 	 	-1.042
780	 	0.5	 	-1.5	 	3.142	 	0	 	1	 	 	-1.668
781	 	0.5	 	-1.5	 	3.142	 	1	 	1	 	 	27.63
782	 	0.5	 	-1.5	 	3.142	 	2	 	1	 	 	-1.999
783	 	0.5	 	-1	 	-3.142	 	0	 	0	 	 	-0.9998
784	 	0.5	 	-1	 	-3.142	 	1	 	0	 	 	-1
785	 	0.5	 	-1	 	-3.142	 	2	 	0	 	 	-1.068
786	 	0.5	 	-1	 	-2.356	 	0	 	2	 	 	-1.892
787	 	0.5	 	-1	 	-2.356	 	1	 	2	 	 	-1.827
788	 	0.5	 	-1	 	-2.356	 	2	 	2	 	 	31.1
789	 	0.5	 	-1	 	-1.571	 	0	 	2	 	 	-2.097
790	 	0.5	 	-1	 	-1.571	 	1	 	2	 	 	-1.913
791	 	0.5	 	-1	 	-1.571	 	2	 	2	 	 	38.88
792	 	0.5	 	-1	 	-0.7854	 	0	 	2	 	 	-1.611
793	 	0.5	 	-1	 	-0.7854	 	1	 	2	 	 	-1.614
794	 	0.5	 	-1	 	-0.7854	 	2	 	2	 	 	43.74
795	 	0.5	 	-1	 	0	 	0	 	2	 	 	-0.9202
796	 	0.5	 	-1	 	0	 	1	 	2	 	 	-0.9242
797	 	0.5	 	-1	 	0	 	2	 	2	 	 	47.8
798	 	0.5	 	-1	 	0.7854	 	0	 	0	 	 	52.19
799	 	0.5	 	-1	 	0.7854	 	1	 	0	 	 	-0.9558
800	 	0.5	 	-1	 	0.7854	 	2	 	0	 	 	-1.004
801	 	0.5	 	-1	 	1.571	 	0	 	1	 	 	-0.877
802	 	0.5	 	-1	 	1.571	 	1	 	1	 	 	48.88
803	 	0.5	 	-1	 	1.571	 	2	 	1	 	 	-0.9513
804	 	0.5	 	-1	 	2.356	 	0	 	1	 	 	-0.964
805	 	0.5	 	-1	 	2.356	 	1	 	1	 	 	44.45
806	 	0.5	 	-1	 	2.356	 	2	 	1	 	 	-1.028
807	 	0.5	 	-1	 	3.142	 	0	 	1	 	 	-0.8147
808	 	0.5	 	-1	 	3.142	 	1	 	1	 	 	29.95
809	 	0.5	 	-1	 	3.142	 	2	 	1	 	 	-1
810	 	0.5	 	-0.5	 	-3.142	 	0	 	0	 	 	19.98
811	 	0.5	 	-0.5	 	-3.142	 	1	 	0	 	 	-1.999
812	 	0.5	 	-0.5	 	-3.142	 	2	 	0	 	 	-1.969
813	 	0.5	 	-0.5	 	-2.356	 	0	 	0	 	 	-1
814	 	0.5	 	-0.5	 	-2.356	 	1	 	0	 	 	-1.153
815	 	0.5	 	-0.5	 	-2.356	 	2	 	0	 	 	-1.095
816	 	0.5	 	-0.5	 	-1.571	 	0	 	0	 	 	28.52
817	 	0.5	 	-0.5	 	-1.571	 	1	 	0	 	 	-1.388
818	 	0.5	 	-0.5	 	-1.571	 	2	 	0	 	 	-1.371
819	 	0.5	 	-0.5	 	-0.7854	 	0	 	2	 	 	-0.8784
820	 	0.5	 	-0.5	 	-0.7854	 	1	 	2	 	 	-0.8704
821	 	0.5	 	-0.5	 	-0.7854	 	2	 	2	 	 	32.35
822	 	0.5	 	-0.5	 	0	 	0	 	0	 	 	41.47
823	 	0.5	 	-0.5	 	0	 	1	 	0	 	 	-0.9798
824	 	0.5	 	-0.5	 	0	 	2	 	0	 	 	-1.022
825	 	0.5	 	-0.5	 	0.7854	 	0	 	2	 	 	-0.7712
826	 	0.5	 	-0.5	 	0.7854	 	1	 	2	 	 	-0.7877
827	 	0.5	 	-0.5	 	0.7854	 	2	 	2	 	 	34.42
828	 	0.5	 	-0.5	 	1.571	 	0	 	0	 	 	46.43
829	 	0.5	 	-0.5	 	1.571	 	1	 	0	 	 	-0.8321
830	 	0.5	 	-0.5	 	1.571	 	2	 	0	 	 	-0.82
831	 	0.5	 	-0.5	 	2.356	 	0	 	1	 	 	-0.9419
832	 	0.5	 	-0.5	 	2.356	 	1	 	1	 	 	35.1
833	 	0.5	 	-0.5	 	2.356	 	2	 	1	 	 	-1.048
834	 	0.5	 	-0.5	 	3.142	 	0	 	0	 	 	26.96
835	 	0.5	 	-0.5	 	3.142	 	1	 	0	 	 	-1.454
836	 	0.5	 	-0.5	 	3.142	 	2	 	0	 	 	-1.999
837	 	0.5	 	0	 	-3.142	 	0	 	0	 	 	-0.9987
838	 	0.5	 	0	 	-3.142	 	1	 	0	 	 	-1
839	 	0.5	 	0	 	-3.142	 	2	 	0	 	 	-1.064
840	 	0.5	 	0	 	-2.356	 	0	 	2	 	 	-1.38
841	 	0.5	 	0	 	-2.356	 	1	 	2	 	 	-1.37
842	 	0.5	 	0	 	-2.356	 	2	 	2	 	 	31.73
843	 	0.5	 	0	 	-1.571	 	0	 	2	 	 	-1.194
844	 	0.5	 	0	 	-1.571	 	1	 	2	 	 	-1.143
845	 	0.5	 	0	 	-1.571	 	2	 	2	 	 	39.79
846	 	0.5	 	0	 	-0.7854	 	0	 	2	 	 	-0.8922
847	 	0.5	 	0	 	-0.7854	 	1	 	2	 	 	-0.9111
848	 	0.5	 	0	 	-0.7854	 	2	 	2	 	 	46.68
849	 	0.5	 	0	 	0	 	0	 	2	 	 	-0.5217
850	 	0.5	 	0	 	0	 	1	 	2	 	 	-0.6085
851	 	0.5	 	0	 	0	 	2	 	2	 	 	52.07
852	 	0.5	 	0	 	0.7854	 	0	 	0	 	 	56.5
853	 	0.5	 	0	 	0.7854	 	1	 	0	 	 	-0.5812
854	 	0.5	 	0	 	0.7854	 	2	 	0	 	 	-0.6016
855	 	0.5	 	0	 	1.571	 	0	 	1	 	 	-0.6478
856	 	0.5	 	0	 	1.571	 	1	 	1	 	 	53.16
857	 	0.5	 	0	 	1.571	 	2	 	1	 	 	-0.6879
858	 	0.5	 	0	 	2.356	 	0	 	1	 	 	-0.8197
859	 	0.5	 	0	 	2.356	 	1	 	1	 	 	46.09
860	 	0.5	 	0	 	2.356	 	2	 	1	 	 	-0.7627
861	 	0.5	 	0	 	3.142	 	0	 	1	 	 	-0.6862
862	 	0.5	 	0	 	3.142	 	1	 	1	 	 	35.29
863	 	0.5	 	0	 	3.142	 	2	 	1	 	 	-1
864	 	0.5	 	0.5	 	-3.142	 	0	 	0	 	 	23.43
865	 	0.5	 	0.5	 	-3.142	 	1	 	0	 	 	-1.999
866	 	0.5	 	0.5	 	-3.142	 	2	 	0	 	 	-1.838
867	 	0.5	 	0.5	 	-2.356	 	0	 	0	 	 	-0.999
868	 	0.5	 	0.5	 	-2.356	 	1	 	0	 	 	-1.034
869	 	0.5	 	0.5	 	-2.356	 	2	 	0	 	 	-1.002
870	 	0.5	 	0.5	 	-1.571	 	0	 	2	 	 	-1.059
871	 	0.5	 	0.5	 	-1.571	 	1	 	2	 	 	-1.049
872	 	0.5	 	0.5	 	-1.571	 	2	 	2	 	 	31.67
873	 	0.5	 	0.5	 	-0.7854	 	0	 	2	 	 	-0.5695
874	 	0.5	 	0.5	 	-0.7854	 	1	 	2	 	 	-0.6537
875	 	0.5	 	0.5	 	-0.7854	 	2	 	2	 	 	43.98
876	 	0.5	 	0.5	 	0	 	0	 	0	 	 	49.9
877	 	0.5	 	0.5	 	0	 	1	 	0	 	 	-0.5445
878	 	0.5	 	0.5	 	0	 	2	 	0	 	 	-0.5823
879	 	0.5	 	0.5	 	0.7854	 	0	 	2	 	 	-0.4686
880	 	0.5	 	0.5	 	0.7854	 	1	 	2	 	 	-0.5044
881	 	0.5	 	0.5	 	0.7854	 	2	 	2	 	 	36.1
882	 	0.5	 	0.5	 	1.571	 	0	 	0	 	 	51.52
883	 	0.5	 	0.5	 	1.571	 	1	 	0	 	 	-0.6307
884	 	0.5	 	0.5	 	1.571	 	2	 	0	 	 	-0.6486
885	 	0.5	 	0.5	 	2.356	 	0	 	1	 	 	-0.7458
886	 	0.5	 	0.5	 	2.356	 	1	 	1	 	 	38.78
887	 	0.5	 	0.5	 	2.356	 	2	 	1	 	 	-0.7787
888	 	0.5	 	0.5	 	3.142	 	0	 	0	 	 	33.83
889	 	0.5	 	0.5	 	3.142	 	1	 	0	 	 	-1.063
890	 	0.5	 	0.5	 	3.142	 	2	 	0	 	 	-1.999
891	 	0.5	 	1	 	-3.142	 	0	 	2	 	 	-0.9114
892	 	0.5	 	1	 	-3.142	 	1	 	2	 	 	-1
893	 	0.5	 	1	 	-3.142	 	2	 	2	 	 	24.01
894	 	0.5	 	1	 	-2.356	 	0	 	2	 	 	-0.923
895	 	0.5	 	1	 	-2.356	 	1	 	2	 	 	-0.9663
896	 	0.5	 	1	 	-2.356	 	2	 	2	 	 	37.42
897	 	0.5	 	1	 	-1.571	 	0	 	2	 	 	-0.6714
898	 	0.5	 	1	 	-1.571	 	1	 	2	 	 	-0.7285
899	 	0.5	 	1	 	-1.571	 	2	 	2	 	 	44.51
900	 	0.5	 	1	 	-0.7854	 	0	 	2	 	 	-0.3825
901	 	0.5	 	1	 	-0.7854	 	1	 	2	 	 	-0.4074
902	 	0.5	 	1	 	-0.7854	 	2	 	2	 	 	51.11
903	 	0.5	 	1	 	0	 	0	 	2	 	 	-0.271
904	 	0.5	 	1	 	0	 	1	 	2	 	 	-0.3077
905	 	0.5	 	1	 	0	 	2	 	2	 	 	56.97
906	 	0.5	 	1	 	0.7854	 	0	 	0	 	 	62.32
907	 	0.5	 	1	 	0.7854	 	1	 	0	 	 	-0.2987
908	 	0.5	 	1	 	0.7854	 	2	 	0	 	 	-0.2997
909	 	0.5	 	1	 	1.571	 	0	 	1	 	 	-0.4569
910	 	0.5	 	1	 	1.571	 	1	 	1	 	 	57.92
911	 	0.5	 	1	 	1.571	 	2	 	1	 	 	-0.4135
912	 	0.5	 	1	 	2.356	 	0	 	1	 	 	-0.5637
913	 	0.5	 	1	 	2.356	 	1	 	1	 	 	52.02
914	 	0.5	 	1	 	2.356	 	2	 	1	 	 	-0.6428
915	 	0.5	 	1	 	3.142	 	0	 	1	 	 	-0.6126
916	 	0.5	 	1	 	3.142	 	1	 	1	 	 	40.23
917	 	0.5	 	1	 	3.142	 	2	 	1	 	 	-1
918	 	0.5	 	1.5	 	-3.142	 	0	 	2	 	 	-0.7313
919	 	0.5	 	1.5	 	-3.142	 	1	 	2	 	 	-1
920	 	0.5	 	1.5	 	-3.142	 	2	 	2	 	 	37.78
921	 	0.5	 	1.5	 	-2.356	 	0	 	2	 	 	-0.4095
922	 	0.5	 	1.5	 	-2.356	 	1	 	2	 	 	-0.4389
923	 	0.5	 	1.5	 	-2.356	 	2	 	2	 	 	50.72
924	 	0.5	 	1.5	 	-1.571	 	0	 	2	 	 	-0.2287
925	 	0.5	 	1.5	 	-1.571	 	1	 	2	 	 	-0.1999
926	 	0.5	 	1.5	 	-1.571	 	2	 	2	 	 	56.08
927	 	0.5	 	1.5	 	-0.7854	 	0	 	2	 	 	-0.1
928	 	0.5	 	1.5	 	-0.7854	 	1	 	2	 	 	-0.1
929	 	0.5	 	1.5	 	-0.7854	 	2	 	2	 	 	60.39
930	 	0.5	 	1.5	 	0	 	0	 	0	 	 	64.58
931	 	0.5	 	1.5	 	0	 	1	 	0	 	 	-0.1
932	 	0.5	 	1.5	 	0	 	2	 	0	 	 	-0.19
933	 	0.5	 	1.5	 	0.7854	 	0	 	1	 	 	-1
934	 	0.5	 	1.5	 	0.7854	 	1	 	1	 	 	58.1
935	 	0.5	 	1.5	 	0.7854	 	2	 	1	 	 	-0.3266
936	 	0.5	 	1.5	 	1.571	 	0	 	1	 	 	-1
937	 	0.5	 	1.5	 	1.571	 	1	 	1	 	 	53.37
938	 	0.5	 	1.5	 	1.571	 	2	 	1	 	 	-0.6011
939	 	0.5	 	1.5	 	2.356	 	0	 	1	 	 	-1
940	 	0.5	 	1.5	 	2.356	 	1	 	1	 	 	45.05
941	 	0.5	 	1.5	 	2.356	 	2	 	1	 	 	-0.9039
942	 	0.5	 	1.5	 	3.142	 	0	 	1	 	 	-1.153
943	 	0.5	 	1.5	 	3.142	 	1	 	1	 	 	29.88
944	 	0.5	 	1.5	 	3.142	 	2	 	1	 	 	-1.999
945	 	1	 	-1.5	 	-3.142	 	0	 	2	 	 	-4.158
946	 	1	 	-1.5	 	-3.142	 	1	 	2	 	 	-4.901
947	 	1	 	-1.5	 	-3.142	 	2	 	2	 	 	24.39
948	 	1	 	-1.5	 	-2.356	 	0	 	2	 	 	-3.994
949	 	1	 	-1.5	 	-2.356	 	1	 	2	 	 	-3.922
950	 	1	 	-1.5	 	-2.356	 	2	 	2	 	 	30.49
951	 	1	 	-1.5	 	-1.571	 	0	 	2	 	 	-3.994
952	 	1	 	-1.5	 	-1.571	 	1	 	2	 	 	-3.326
953	 	1	 	-1.5	 	-1.571	 	2	 	2	 	 	36.94
954	 	1	 	-1.5	 	-0.7854	 	0	 	2	 	 	-2.997
955	 	1	 	-1.5	 	-0.7854	 	1	 	2	 	 	-2.753
956	 	1	 	-1.5	 	-0.7854	 	2	 	2	 	 	42.44
957	 	1	 	-1.5	 	0	 	0	 	2	 	 	-2.12
958	 	1	 	-1.5	 	0	 	1	 	2	 	 	-2.194
959	 	1	 	-1.5	 	0	 	2	 	2	 	 	46.57
960	 	1	 	-1.5	 	0.7854	 	0	 	0	 	 	49.45
961	 	1	 	-1.5	 	0.7854	 	1	 	0	 	 	-1.415
962	 	1	 	-1.5	 	0.7854	 	2	 	0	 	 	-1.385
963	 	1	 	-1.5	 	1.571	 	0	 	2	 	 	-0.9354
964	 	1	 	-1.5	 	1.571	 	1	 	2	 	 	-0.9336
965	 	1	 	-1.5	 	1.571	 	2	 	2	 	 	30.8
966	 	1	 	-1.5	 	2.356	 	0	 	0	 	 	39.79
967	 	1	 	-1.5	 	2.356	 	1	 	0	 	 	-1.264
968	 	1	 	-1.5	 	2.356	 	2	 	0	 	 	-1.217
969	 	1	 	-1.5	 	3.142	 	0	 	1	 	 	-1.614
970	 	1	 	-1.5	 	3.142	 	1	 	1	 	 	30.48
971	 	1	 	-1.5	 	3.142	 	2	 	1	 	 	-1.999
972	 	1	 	-1	 	-3.142	 	0	 	0	 	 	0
973	 	1	 	-1	 	-3.142	 	1	 	0	 	 	0
974	 	1	 	-1	 	-3.142	 	2	 	0	 	 	0
975	 	1	 	-1	 	-2.356	 	0	 	0	 	 	0
976	 	1	 	-1	 	-2.356	 	1	 	0	 	 	0
977	 	1	 	-1	 	-2.356	 	2	 	0	 	 	0
978	 	1	 	-1	 	-1.571	 	0	 	0	 	 	0
979	 	1	 	-1	 	-1.571	 	1	 	0	 	 	0
980	 	1	 	-1	 	-1.571	 	2	 	0	 	 	0
981	 	1	 	-1	 	-0.7854	 	0	 	0	 	 	0
982	 	1	 	-1	 	-0.7854	 	1	 	0	 	 	0
983	 	1	 	-1	 	-0.7854	 	2	 	0	 	 	0
984	 	1	 	-1	 	0	 	0	 	0	 	 	0
985	 	1	 	-1	 	0	 	1	 	0	 	 	0
986	 	1	 	-1	 	0	 	2	 	0	 	 	0
987	 	1	 	-1	 	0.7854	 	0	 	0	 	 	0
988	 	1	 	-1	 	0.7854	 	1	 	0	 	 	0
989	 	1	 	-1	 	0.7854	 	2	 	0	 	 	0
990	 	1	 	-1	 	1.571	 	0	 	0	 	 	0
991	 	1	 	-1	 	1.571	 	1	 	0	 	 	0
992	 	1	 	-1	 	1.571	 	2	 	0	 	 	0
993	 	1	 	-1	 	2.356	 	0	 	0	 	 	0
994	 	1	 	-1	 	2.356	 	1	 	0	 	 	0
995	 	1	 	-1	 	2.356	 	2	 	0	 	 	0
996	 	1	 	-1	 	3.142	 	0	 	0	 	 	0
997	 	1	 	-1	 	3.142	 	1	 	0	 	 	0
998	 	1	 	-1	 	3.142	 	2	 	0	 	 	0
999	 	1	 	-0.5	 	-3.142	 	0	 	2	 	 	-1.803
1000	 	1	 	-0.5	 	-3.142	 	1	 	2	 	 	-1.999
1001	 	1	 	-0.5	 	-3.142	 	2	 	2	 	 	34.39
1002	 	1	 	-0.5	 	-2.356	 	0	 	2	 	 	-1.664
1003	 	1	 	-0.5	 	-2.356	 	1	 	2	 	 	-1.58
1004	 	1	 	-0.5	 	-2.356	 	2	 	2	 	 	39.3
1005	 	1	 	-0.5	 	-1.571	 	0	 	2	 	 	-0.9114
1006	 	1	 	-0.5	 	-1.571	 	1	 	2	 	 	-0.9176
1007	 	1	 	-0.5	 	-1.571	 	2	 	2	 	 	43.9
1008	 	1	 	-0.5	 	-0.7854	 	0	 	2	 	 	-1.166
1009	 	1	 	-0.5	 	-0.7854	 	1	 	2	 	 	-1.059
1010	 	1	 	-0.5	 	-0.7854	 	2	 	2	 	 	47.87
1011	 	1	 	-0.5	 	0	 	0	 	2	 	 	-1.01
1012	 	1	 	-0.5	 	0	 	1	 	2	 	 	-0.9378
1013	 	1	 	-0.5	 	0	 	2	 	2	 	 	51.37
1014	 	1	 	-0.5	 	0.7854	 	0	 	0	 	 	54.38
1015	 	1	 	-0.5	 	0.7854	 	1	 	0	 	 	-0.8579
1016	 	1	 	-0.5	 	0.7854	 	2	 	0	 	 	-0.819
1017	 	1	 	-0.5	 	1.571	 	0	 	1	 	 	-0.6126
1018	 	1	 	-0.5	 	1.571	 	1	 	1	 	 	50.26
1019	 	1	 	-0.5	 	1.571	 	2	 	1	 	 	-0.6294
1020	 	1	 	-0.5	 	2.356	 	0	 	1	 	 	-0.9007
1021	 	1	 	-0.5	 	2.356	 	1	 	1	 	 	43.37
1022	 	1	 	-0.5	 	2.356	 	2	 	1	 	 	-0.8883
1023	 	1	 	-0.5	 	3.142	 	0	 	1	 	 	-1.123
1024	 	1	 	-0.5	 	3.142	 	1	 	1	 	 	34.9
1025	 	1	 	-0.5	 	3.142	 	2	 	1	 	 	-1.999
1026	 	1	 	0	 	-3.142	 	0	 	0	 	 	0
1027	 	1	 	0	 	-3.142	 	1	 	0	 	 	0
1028	 	1	 	0	 	-3.142	 	2	 	0	 	 	0
1029	 	1	 	0	 	-2.356	 	0	 	0	 	 	0
1030	 	1	 	0	 	-2.356	 	1	 	0	 	 	0
1031	 	1	 	0	 	-2.356	 	2	 	0	 	 	0
1032	 	1	 	0	 	-1.571	 	0	 	0	 	 	0
1033	 	1	 	0	 	-1.571	 	1	 	0	 	 	0
1034	 	1	 	0	 	-1.571	 	2	 	0	 	 	0
1035	 	1	 	0	 	-0.7854	 	0	 	0	 	 	0
1036	 	1	 	0	 	-0.7854	 	1	 	0	 	 	0
1037	 	1	 	0	 	-0.7854	 	2	 	0	 	 	0
1038	 	1	 	0	 	0	 	0	 	0	 	 	0
1039	 	1	 	0	 	0	 	1	 	0	 	 	0
1040	 	1	 	0	 	0	 	2	 	0	 	 	0
1041	 	1	 	0	 	0.7854	 	0	 	0	 	 	0
1042	 	1	 	0	 	0.7854	 	1	 	0	 	 	0
1043	 	1	 	0	 	0.7854	 	2	 	0	 	 	0
1044	 	1	 	0	 	1.571	 	0	 	0	 	 	0
1045	 	1	 	0	 	1.571	 	1	 	0	 	 	0
1046	 	1	 	0	 	1.571	 	2	 	0	 	 	0
1047	 	1	 	0	 	2.356	 	0	 	0	 	 	0
1048	 	1	 	0	 	2.356	 	1	 	0	 	 	0
1049	 	1	 	0	 	2.356	 	2	 	0	 	 	0
1050	 	1	 	0	 	3.142	 	0	 	0	 	 	0
1051	 	1	 	0	 	3.142	 	1	 	0	 	 	0
1052	 	1	 	0	 	3.142	 	2	 	0	 	 	0
1053	 	1	 	0.5	 	-3.142	 	0	 	2	 	 	-1.421
1054	 	1	 	0.5	 	-3.142	 	1	 	2	 	 	-1.999
1055	 	1	 	0.5	 	-3.142	 	2	 	2	 	 	29.96
1056	 	1	 	0.5	 	-2.356	 	0	 	2	 	 	-1.095
1057	 	1	 	0.5	 	-2.356	 	1	 	2	 	 	-1.114
1058	 	1	 	0.5	 	-2.356	 	2	 	2	 	 	38.24
1059	 	1	 	0.5	 	-1.571	 	0	 	2	 	 	-0.6513
1060	 	1	 	0.5	 	-1.571	 	1	 	2	 	 	-0.6734
1061	 	1	 	0.5	 	-1.571	 	2	 	2	 	 	44.57
1062	 	1	 	0.5	 	-0.7854	 	0	 	2	 	 	-0.6697
1063	 	1	 	0.5	 	-0.7854	 	1	 	2	 	 	-0.5678
1064	 	1	 	0.5	 	-0.7854	 	2	 	2	 	 	51.1
1065	 	1	 	0.5	 	0	 	0	 	2	 	 	-0.4342
1066	 	1	 	0.5	 	0	 	1	 	2	 	 	-0.3922
1067	 	1	 	0.5	 	0	 	2	 	2	 	 	55.36
1068	 	1	 	0.5	 	0.7854	 	0	 	0	 	 	58.35
1069	 	1	 	0.5	 	0.7854	 	1	 	0	 	 	-0.3096
1070	 	1	 	0.5	 	0.7854	 	2	 	0	 	 	-0.2809
1071	 	1	 	0.5	 	1.571	 	0	 	1	 	 	-0.3439
1072	 	1	 	0.5	 	1.571	 	1	 	1	 	 	53.26
1073	 	1	 	0.5	 	1.571	 	2	 	1	 	 	-0.3089
1074	 	1	 	0.5	 	2.356	 	0	 	1	 	 	-0.5353
1075	 	1	 	0.5	 	2.356	 	1	 	1	 	 	46.22
1076	 	1	 	0.5	 	2.356	 	2	 	1	 	 	-0.4994
1077	 	1	 	0.5	 	3.142	 	0	 	1	 	 	-0.6999
1078	 	1	 	0.5	 	3.142	 	1	 	1	 	 	36.29
1079	 	1	 	0.5	 	3.142	 	2	 	1	 	 	-1
1080	 	1	 	1	 	-3.142	 	0	 	0	 	 	0
1081	 	1	 	1	 	-3.142	 	1	 	0	 	 	0
1082	 	1	 	1	 	-3.142	 	2	 	0	 	 	0
1083	 	1	 	1	 	-2.356	 	0	 	0	 	 	0
1084	 	1	 	1	 	-2.356	 	1	 	0	 	 	0
1085	 	1	 	1	 	-2.356	 	2	 	0	 	 	0
1086	 	1	 	1	 	-1.571	 	0	 	0	 	 	0
1087	 	1	 	1	 	-1.571	 	1	 	0	 	 	0
1088	 	1	 	1	 	-1.571	 	2	 	0	 	 	0
1089	 	1	 	1	 	-0.7854	 	0	 	0	 	 	0
1090	 	1	 	1	 	-0.7854	 	1	 	0	 	 	0
1091	 	1	 	1	 	-0.7854	 	2	 	0	 	 	0
1092	 	1	 	1	 	0	 	0	 	0	 	 	0
1093	 	1	 	1	 	0	 	1	 	0	 	 	0
1094	 	1	 	1	 	0	 	2	 	0	 	 	0
1095	 	1	 	1	 	0.7854	 	0	 	0	 	 	0
1096	 	1	 	1	 	0.7854	 	1	 	0	 	 	0
1097	 	1	 	1	 	0.7854	 	2	 	0	 	 	0
1098	 	1	 	1	 	1.571	 	0	 	0	 	 	0
1099	 	1	 	1	 	1.571	 	1	 	0	 	 	0
1100	 	1	 	1	 	1.571	 	2	 	0	 	 	0
1101	 	1	 	1	 	2.356	 	0	 	0	 	 	0
1102	 	1	 	1	 	2.356	 	1	 	0	 	 	0
1103	 	1	 	1	 	2.356	 	2	 	0	 	 	0
1104	 	1	 	1	 	3.142	 	0	 	0	 	 	0
1105	 	1	 	1	 	3.142	 	1	 	0	 	 	0
1106	 	1	 	1	 	3.142	 	2	 	0	 	 	0
1107	 	1	 	1.5	 	-3.142	 	0	 	2	 	 	-0.7535
1108	 	1	 	1.5	 	-3.142	 	1	 	2	 	 	-1
1109	 	1	 	1.5	 	-3.142	 	2	 	2	 	 	28.94
1110	 	1	 	1.5	 	-2.356	 	0	 	2	 	 	-0.3402
1111	 	1	 	1.5	 	-2.356	 	1	 	2	 	 	-0.3694
1112	 	1	 	1.5	 	-2.356	 	2	 	2	 	 	45.33
1113	 	1	 	1.5	 	-1.571	 	0	 	2	 	 	-0.19
1114	 	1	 	1.5	 	-1.571	 	1	 	2	 	 	-0.1099
1115	 	1	 	1.5	 	-1.571	 	2	 	2	 	 	53.23
1116	 	1	 	1.5	 	-0.7854	 	0	 	2	 	 	-0.1
1117	 	1	 	1.5	 	-0.7854	 	1	 	2	 	 	-0.1099
1118	 	1	 	1.5	 	-0.7854	 	2	 	2	 	 	59.23
1119	 	1	 	1.5	 	0	 	0	 	0	 	 	66.25
1120	 	1	 	1.5	 	0	 	1	 	0	 	 	-0.1
1121	 	1	 	1.5	 	0	 	2	 	0	 	 	-0.1001
1122	 	1	 	1.5	 	0.7854	 	0	 	1	 	 	-1
1123	 	1	 	1.5	 	0.7854	 	1	 	1	 	 	64.44
1124	 	1	 	1.5	 	0.7854	 	2	 	1	 	 	-0.4101
1125	 	1	 	1.5	 	1.571	 	0	 	1	 	 	-1
1126	 	1	 	1.5	 	1.571	 	1	 	1	 	 	58.83
1127	 	1	 	1.5	 	1.571	 	2	 	1	 	 	-0.3877
1128	 	1	 	1.5	 	2.356	 	0	 	1	 	 	-1
1129	 	1	 	1.5	 	2.356	 	1	 	1	 	 	51.85
1130	 	1	 	1.5	 	2.356	 	2	 	1	 	 	-0.5519
1131	 	1	 	1.5	 	3.142	 	0	 	1	 	 	-0.7982
1132	 	1	 	1.5	 	3.142	 	1	 	1	 	 	39.48
1133	 	1	 	1.5	 	3.142	 	2	 	1	 	 	-3.439
1134	 	1.5	 	-1.5	 	-3.142	 	0	 	2	 	 	-3.715
1135	 	1.5	 	-1.5	 	-3.142	 	1	 	2	 	 	-3.994
1136	 	1.5	 	-1.5	 	-3.142	 	2	 	2	 	 	22.85
1137	 	1.5	 	-1.5	 	-2.356	 	0	 	2	 	 	-3.994
1138	 	1.5	 	-1.5	 	-2.356	 	1	 	2	 	 	-3.502
1139	 	1.5	 	-1.5	 	-2.356	 	2	 	2	 	 	30.03
1140	 	1.5	 	-1.5	 	-1.571	 	0	 	2	 	 	-3.994
1141	 	1.5	 	-1.5	 	-1.571	 	1	 	2	 	 	-3.26
1142	 	1.5	 	-1.5	 	-1.571	 	2	 	2	 	 	34.38
1143	 	1.5	 	-1.5	 	-0.7854	 	0	 	2	 	 	-2.918
1144	 	1.5	 	-1.5	 	-0.7854	 	1	 	2	 	 	-2.793
