Gamma     = 0.99 , alpha    = 0.1 , episodes            = 30000
n actions = 3    , n states = 504 , n state action pair = 1512

row	 	 x	 	 y	 	theta	 	actions	 	best action	 	Q Table
371	 	-6	 	3.5	 	1.571	 	2	 	1	 	 	-4.435
372	 	-6	 	3.5	 	2.356	 	0	 	1	 	 	-7.248
373	 	-6	 	3.5	 	2.356	 	1	 	1	 	 	32.88
374	 	-6	 	3.5	 	2.356	 	2	 	1	 	 	-5.113
375	 	-6	 	3.5	 	3.142	 	0	 	1	 	 	-5.458
376	 	-6	 	3.5	 	3.142	 	1	 	1	 	 	26.3
377	 	-6	 	3.5	 	3.142	 	2	 	1	 	 	-7.598
378	 	-5.5	 	0.5	 	-3.142	 	0	 	0	 	 	59.25
379	 	-5.5	 	0.5	 	-3.142	 	1	 	0	 	 	-1
380	 	-5.5	 	0.5	 	-3.142	 	2	 	0	 	 	-0.1109
381	 	-5.5	 	0.5	 	-2.356	 	0	 	1	 	 	-1
382	 	-5.5	 	0.5	 	-2.356	 	1	 	1	 	 	56.96
383	 	-5.5	 	0.5	 	-2.356	 	2	 	1	 	 	-0.3177
384	 	-5.5	 	0.5	 	-1.571	 	0	 	1	 	 	-1
385	 	-5.5	 	0.5	 	-1.571	 	1	 	1	 	 	54.49
386	 	-5.5	 	0.5	 	-1.571	 	2	 	1	 	 	-0.7169
387	 	-5.5	 	0.5	 	-0.7854	 	0	 	1	 	 	-1
388	 	-5.5	 	0.5	 	-0.7854	 	1	 	1	 	 	47.6
389	 	-5.5	 	0.5	 	-0.7854	 	2	 	1	 	 	-0.8612
390	 	-5.5	 	0.5	 	0	 	0	 	1	 	 	-0.8147
391	 	-5.5	 	0.5	 	0	 	1	 	1	 	 	35.29
392	 	-5.5	 	0.5	 	0	 	2	 	1	 	 	-0.8539
393	 	-5.5	 	0.5	 	0.7854	 	0	 	2	 	 	-0.7458
394	 	-5.5	 	0.5	 	0.7854	 	1	 	2	 	 	-0.8093
395	 	-5.5	 	0.5	 	0.7854	 	2	 	2	 	 	36.25
396	 	-5.5	 	0.5	 	1.571	 	0	 	2	 	 	-0.4347
397	 	-5.5	 	0.5	 	1.571	 	1	 	2	 	 	-0.4625
398	 	-5.5	 	0.5	 	1.571	 	2	 	2	 	 	49.38
399	 	-5.5	 	0.5	 	2.356	 	0	 	2	 	 	-0.2536
400	 	-5.5	 	0.5	 	2.356	 	1	 	2	 	 	-0.1099
401	 	-5.5	 	0.5	 	2.356	 	2	 	2	 	 	56.23
402	 	-5.5	 	0.5	 	3.142	 	0	 	0	 	 	60.24
403	 	-5.5	 	0.5	 	3.142	 	1	 	0	 	 	0
404	 	-5.5	 	0.5	 	3.142	 	2	 	0	 	 	0
405	 	-5.5	 	1	 	-3.142	 	0	 	0	 	 	46.77
406	 	-5.5	 	1	 	-3.142	 	1	 	0	 	 	-1
407	 	-5.5	 	1	 	-3.142	 	2	 	0	 	 	-0.1099
408	 	-5.5	 	1	 	-2.356	 	0	 	0	 	 	49.64
409	 	-5.5	 	1	 	-2.356	 	1	 	0	 	 	-0.1999
410	 	-5.5	 	1	 	-2.356	 	2	 	0	 	 	-0.232
411	 	-5.5	 	1	 	-1.571	 	0	 	0	 	 	50.95
412	 	-5.5	 	1	 	-1.571	 	1	 	0	 	 	-0.3638
413	 	-5.5	 	1	 	-1.571	 	2	 	0	 	 	-0.4326
414	 	-5.5	 	1	 	-0.7854	 	0	 	1	 	 	-0.5695
415	 	-5.5	 	1	 	-0.7854	 	1	 	1	 	 	45.92
416	 	-5.5	 	1	 	-0.7854	 	2	 	1	 	 	-0.6052
417	 	-5.5	 	1	 	0	 	0	 	1	 	 	-0.7712
418	 	-5.5	 	1	 	0	 	1	 	1	 	 	37.44
419	 	-5.5	 	1	 	0	 	2	 	1	 	 	-0.8125
420	 	-5.5	 	1	 	0.7854	 	0	 	2	 	 	-0.9202
421	 	-5.5	 	1	 	0.7854	 	1	 	2	 	 	-0.924
422	 	-5.5	 	1	 	0.7854	 	2	 	2	 	 	28.65
423	 	-5.5	 	1	 	1.571	 	0	 	2	 	 	-1.239
424	 	-5.5	 	1	 	1.571	 	1	 	2	 	 	-1.205
425	 	-5.5	 	1	 	1.571	 	2	 	2	 	 	36.56
426	 	-5.5	 	1	 	2.356	 	0	 	0	 	 	42.59
427	 	-5.5	 	1	 	2.356	 	1	 	0	 	 	-1.22
428	 	-5.5	 	1	 	2.356	 	2	 	0	 	 	-1.173
429	 	-5.5	 	1	 	3.142	 	0	 	1	 	 	-1.6
430	 	-5.5	 	1	 	3.142	 	1	 	1	 	 	32.74
431	 	-5.5	 	1	 	3.142	 	2	 	1	 	 	-1.999
432	 	-5.5	 	1.5	 	-3.142	 	0	 	2	 	 	-0.1118
433	 	-5.5	 	1.5	 	-3.142	 	1	 	2	 	 	-1
434	 	-5.5	 	1.5	 	-3.142	 	2	 	2	 	 	44.55
435	 	-5.5	 	1.5	 	-2.356	 	0	 	0	 	 	63.25
436	 	-5.5	 	1.5	 	-2.356	 	1	 	0	 	 	0
437	 	-5.5	 	1.5	 	-2.356	 	2	 	0	 	 	0
438	 	-5.5	 	1.5	 	-1.571	 	0	 	1	 	 	-0.2809
439	 	-5.5	 	1.5	 	-1.571	 	1	 	1	 	 	60.04
440	 	-5.5	 	1.5	 	-1.571	 	2	 	1	 	 	-0.3174
441	 	-5.5	 	1.5	 	-0.7854	 	0	 	1	 	 	-0.5217
442	 	-5.5	 	1.5	 	-0.7854	 	1	 	1	 	 	55.58
443	 	-5.5	 	1.5	 	-0.7854	 	2	 	1	 	 	-0.5013
444	 	-5.5	 	1.5	 	0	 	0	 	1	 	 	-0.6862
445	 	-5.5	 	1.5	 	0	 	1	 	1	 	 	51.13
446	 	-5.5	 	1.5	 	0	 	2	 	1	 	 	-0.7765
447	 	-5.5	 	1.5	 	0.7854	 	0	 	1	 	 	-0.8499
448	 	-5.5	 	1.5	 	0.7854	 	1	 	1	 	 	46.07
449	 	-5.5	 	1.5	 	0.7854	 	2	 	1	 	 	-0.9605
450	 	-5.5	 	1.5	 	1.571	 	0	 	1	 	 	-1.475
451	 	-5.5	 	1.5	 	1.571	 	1	 	1	 	 	37.49
452	 	-5.5	 	1.5	 	1.571	 	2	 	1	 	 	-1.411
453	 	-5.5	 	1.5	 	2.356	 	0	 	0	 	 	37.79
454	 	-5.5	 	1.5	 	2.356	 	1	 	0	 	 	-1.368
455	 	-5.5	 	1.5	 	2.356	 	2	 	0	 	 	-1.401
456	 	-5.5	 	1.5	 	3.142	 	0	 	1	 	 	-1.63
457	 	-5.5	 	1.5	 	3.142	 	1	 	1	 	 	29.28
458	 	-5.5	 	1.5	 	3.142	 	2	 	1	 	 	-1.999
459	 	-5.5	 	2	 	-3.142	 	0	 	0	 	 	46.34
460	 	-5.5	 	2	 	-3.142	 	1	 	0	 	 	-1
461	 	-5.5	 	2	 	-3.142	 	2	 	0	 	 	-0.302
462	 	-5.5	 	2	 	-2.356	 	0	 	0	 	 	45.92
463	 	-5.5	 	2	 	-2.356	 	1	 	0	 	 	-0.2898
464	 	-5.5	 	2	 	-2.356	 	2	 	0	 	 	-0.3634
465	 	-5.5	 	2	 	-1.571	 	0	 	0	 	 	54.53
466	 	-5.5	 	2	 	-1.571	 	1	 	0	 	 	-0.6561
467	 	-5.5	 	2	 	-1.571	 	2	 	0	 	 	-0.6297
468	 	-5.5	 	2	 	-0.7854	 	0	 	1	 	 	-0.7712
469	 	-5.5	 	2	 	-0.7854	 	1	 	1	 	 	45.95
470	 	-5.5	 	2	 	-0.7854	 	2	 	1	 	 	-0.8658
471	 	-5.5	 	2	 	0	 	0	 	1	 	 	-0.9282
472	 	-5.5	 	2	 	0	 	1	 	1	 	 	35.81
473	 	-5.5	 	2	 	0	 	2	 	1	 	 	-0.9611
474	 	-5.5	 	2	 	0.7854	 	0	 	0	 	 	-0.9998
475	 	-5.5	 	2	 	0.7854	 	1	 	0	 	 	-1.037
476	 	-5.5	 	2	 	0.7854	 	2	 	0	 	 	-1.073
477	 	-5.5	 	2	 	1.571	 	0	 	0	 	 	35.78
478	 	-5.5	 	2	 	1.571	 	1	 	0	 	 	-1.673
479	 	-5.5	 	2	 	1.571	 	2	 	0	 	 	-1.723
480	 	-5.5	 	2	 	2.356	 	0	 	1	 	 	-2.073
481	 	-5.5	 	2	 	2.356	 	1	 	1	 	 	29.2
482	 	-5.5	 	2	 	2.356	 	2	 	1	 	 	-2.055
483	 	-5.5	 	2	 	3.142	 	0	 	0	 	 	26.9
484	 	-5.5	 	2	 	3.142	 	1	 	0	 	 	-1.931
485	 	-5.5	 	2	 	3.142	 	2	 	0	 	 	-1.999
486	 	-5.5	 	2.5	 	-3.142	 	0	 	2	 	 	-0.4439
487	 	-5.5	 	2.5	 	-3.142	 	1	 	2	 	 	-1
488	 	-5.5	 	2.5	 	-3.142	 	2	 	2	 	 	47.06
489	 	-5.5	 	2.5	 	-2.356	 	0	 	0	 	 	62.55
490	 	-5.5	 	2.5	 	-2.356	 	1	 	0	 	 	-0.5542
491	 	-5.5	 	2.5	 	-2.356	 	2	 	0	 	 	-0.5341
492	 	-5.5	 	2.5	 	-1.571	 	0	 	1	 	 	-0.801
493	 	-5.5	 	2.5	 	-1.571	 	1	 	1	 	 	56.18
494	 	-5.5	 	2.5	 	-1.571	 	2	 	1	 	 	-0.7473
495	 	-5.5	 	2.5	 	-0.7854	 	0	 	1	 	 	-0.8649
496	 	-5.5	 	2.5	 	-0.7854	 	1	 	1	 	 	48.65
497	 	-5.5	 	2.5	 	-0.7854	 	2	 	1	 	 	-0.9139
498	 	-5.5	 	2.5	 	0	 	0	 	1	 	 	-0.9722
499	 	-5.5	 	2.5	 	0	 	1	 	1	 	 	39.99
500	 	-5.5	 	2.5	 	0	 	2	 	1	 	 	-0.9811
501	 	-5.5	 	2.5	 	0.7854	 	0	 	0	 	 	46.95
502	 	-5.5	 	2.5	 	0.7854	 	1	 	0	 	 	-1.575
503	 	-5.5	 	2.5	 	0.7854	 	2	 	0	 	 	-1.647
504	 	-5.5	 	2.5	 	1.571	 	0	 	1	 	 	-2.147
505	 	-5.5	 	2.5	 	1.571	 	1	 	1	 	 	41.84
506	 	-5.5	 	2.5	 	1.571	 	2	 	1	 	 	-2.029
507	 	-5.5	 	2.5	 	2.356	 	0	 	1	 	 	-2.402
508	 	-5.5	 	2.5	 	2.356	 	1	 	1	 	 	31.85
509	 	-5.5	 	2.5	 	2.356	 	2	 	1	 	 	-2.23
510	 	-5.5	 	2.5	 	3.142	 	0	 	0	 	 	28.18
511	 	-5.5	 	2.5	 	3.142	 	1	 	0	 	 	-2.295
512	 	-5.5	 	2.5	 	3.142	 	2	 	0	 	 	-2.997
513	 	-5.5	 	3	 	-3.142	 	0	 	2	 	 	-1.279
514	 	-5.5	 	3	 	-3.142	 	1	 	2	 	 	-1.999
515	 	-5.5	 	3	 	-3.142	 	2	 	2	 	 	40.95
516	 	-5.5	 	3	 	-2.356	 	0	 	0	 	 	55.67
517	 	-5.5	 	3	 	-2.356	 	1	 	0	 	 	-1.034
518	 	-5.5	 	3	 	-2.356	 	2	 	0	 	 	-1.04
519	 	-5.5	 	3	 	-1.571	 	0	 	1	 	 	-1.157
520	 	-5.5	 	3	 	-1.571	 	1	 	1	 	 	44.48
521	 	-5.5	 	3	 	-1.571	 	2	 	1	 	 	-1.206
522	 	-5.5	 	3	 	-0.7854	 	0	 	0	 	 	-1
523	 	-5.5	 	3	 	-0.7854	 	1	 	0	 	 	-1.043
524	 	-5.5	 	3	 	-0.7854	 	2	 	0	 	 	-1.022
525	 	-5.5	 	3	 	0	 	0	 	0	 	 	49.98
526	 	-5.5	 	3	 	0	 	1	 	0	 	 	-1.825
527	 	-5.5	 	3	 	0	 	2	 	0	 	 	-1.888
528	 	-5.5	 	3	 	0.7854	 	0	 	1	 	 	-2.578
529	 	-5.5	 	3	 	0.7854	 	1	 	1	 	 	45.96
530	 	-5.5	 	3	 	0.7854	 	2	 	1	 	 	-2.478
531	 	-5.5	 	3	 	1.571	 	0	 	1	 	 	-3.01
532	 	-5.5	 	3	 	1.571	 	1	 	1	 	 	41.47
533	 	-5.5	 	3	 	1.571	 	2	 	1	 	 	-3.039
534	 	-5.5	 	3	 	2.356	 	0	 	1	 	 	-3.633
535	 	-5.5	 	3	 	2.356	 	1	 	1	 	 	35.77
536	 	-5.5	 	3	 	2.356	 	2	 	1	 	 	-3.595
537	 	-5.5	 	3	 	3.142	 	0	 	1	 	 	-3.981
538	 	-5.5	 	3	 	3.142	 	1	 	1	 	 	28.12
539	 	-5.5	 	3	 	3.142	 	2	 	1	 	 	-3.994
540	 	-5.5	 	3.5	 	-3.142	 	0	 	2	 	 	-1.322
541	 	-5.5	 	3.5	 	-3.142	 	1	 	2	 	 	-1.999
542	 	-5.5	 	3.5	 	-3.142	 	2	 	2	 	 	40.6
543	 	-5.5	 	3.5	 	-2.356	 	0	 	0	 	 	51.57
544	 	-5.5	 	3.5	 	-2.356	 	1	 	0	 	 	-1.034
545	 	-5.5	 	3.5	 	-2.356	 	2	 	0	 	 	-0.9954
546	 	-5.5	 	3.5	 	-1.571	 	0	 	1	 	 	-1.367
547	 	-5.5	 	3.5	 	-1.571	 	1	 	1	 	 	41.49
548	 	-5.5	 	3.5	 	-1.571	 	2	 	1	 	 	-1.373
549	 	-5.5	 	3.5	 	-0.7854	 	0	 	0	 	 	53.85
550	 	-5.5	 	3.5	 	-0.7854	 	1	 	0	 	 	-2.005
551	 	-5.5	 	3.5	 	-0.7854	 	2	 	0	 	 	-2.11
552	 	-5.5	 	3.5	 	0	 	0	 	1	 	 	-2.858
553	 	-5.5	 	3.5	 	0	 	1	 	1	 	 	50.9
554	 	-5.5	 	3.5	 	0	 	2	 	1	 	 	-2.829
555	 	-5.5	 	3.5	 	0.7854	 	0	 	1	 	 	-3.905
556	 	-5.5	 	3.5	 	0.7854	 	1	 	1	 	 	46.91
557	 	-5.5	 	3.5	 	0.7854	 	2	 	1	 	 	-3.711
558	 	-5.5	 	3.5	 	1.571	 	0	 	1	 	 	-5.174
559	 	-5.5	 	3.5	 	1.571	 	1	 	1	 	 	42.17
560	 	-5.5	 	3.5	 	1.571	 	2	 	1	 	 	-4.361
561	 	-5.5	 	3.5	 	2.356	 	0	 	1	 	 	-5.885
562	 	-5.5	 	3.5	 	2.356	 	1	 	1	 	 	36.22
563	 	-5.5	 	3.5	 	2.356	 	2	 	1	 	 	-4.99
564	 	-5.5	 	3.5	 	3.142	 	0	 	1	 	 	-5.536
565	 	-5.5	 	3.5	 	3.142	 	1	 	1	 	 	25.98
566	 	-5.5	 	3.5	 	3.142	 	2	 	1	 	 	-5.57
567	 	-5	 	0.5	 	-3.142	 	0	 	0	 	 	0
568	 	-5	 	0.5	 	-3.142	 	1	 	0	 	 	0
569	 	-5	 	0.5	 	-3.142	 	2	 	0	 	 	0
570	 	-5	 	0.5	 	-2.356	 	0	 	0	 	 	0
571	 	-5	 	0.5	 	-2.356	 	1	 	0	 	 	0
572	 	-5	 	0.5	 	-2.356	 	2	 	0	 	 	0
573	 	-5	 	0.5	 	-1.571	 	0	 	0	 	 	0
574	 	-5	 	0.5	 	-1.571	 	1	 	0	 	 	0
575	 	-5	 	0.5	 	-1.571	 	2	 	0	 	 	0
576	 	-5	 	0.5	 	-0.7854	 	0	 	0	 	 	0
577	 	-5	 	0.5	 	-0.7854	 	1	 	0	 	 	0
578	 	-5	 	0.5	 	-0.7854	 	2	 	0	 	 	0
579	 	-5	 	0.5	 	0	 	0	 	0	 	 	0
580	 	-5	 	0.5	 	0	 	1	 	0	 	 	0
581	 	-5	 	0.5	 	0	 	2	 	0	 	 	0
582	 	-5	 	0.5	 	0.7854	 	0	 	0	 	 	0
583	 	-5	 	0.5	 	0.7854	 	1	 	0	 	 	0
584	 	-5	 	0.5	 	0.7854	 	2	 	0	 	 	0
585	 	-5	 	0.5	 	1.571	 	0	 	0	 	 	0
586	 	-5	 	0.5	 	1.571	 	1	 	0	 	 	0
587	 	-5	 	0.5	 	1.571	 	2	 	0	 	 	0
588	 	-5	 	0.5	 	2.356	 	0	 	0	 	 	0
589	 	-5	 	0.5	 	2.356	 	1	 	0	 	 	0
590	 	-5	 	0.5	 	2.356	 	2	 	0	 	 	0
591	 	-5	 	0.5	 	3.142	 	0	 	0	 	 	0
592	 	-5	 	0.5	 	3.142	 	1	 	0	 	 	0
593	 	-5	 	0.5	 	3.142	 	2	 	0	 	 	0
594	 	-5	 	1	 	-3.142	 	0	 	0	 	 	0
595	 	-5	 	1	 	-3.142	 	1	 	0	 	 	0
596	 	-5	 	1	 	-3.142	 	2	 	0	 	 	0
597	 	-5	 	1	 	-2.356	 	0	 	0	 	 	0
598	 	-5	 	1	 	-2.356	 	1	 	0	 	 	0
599	 	-5	 	1	 	-2.356	 	2	 	0	 	 	0
600	 	-5	 	1	 	-1.571	 	0	 	0	 	 	0
601	 	-5	 	1	 	-1.571	 	1	 	0	 	 	0
602	 	-5	 	1	 	-1.571	 	2	 	0	 	 	0
603	 	-5	 	1	 	-0.7854	 	0	 	0	 	 	0
604	 	-5	 	1	 	-0.7854	 	1	 	0	 	 	0
605	 	-5	 	1	 	-0.7854	 	2	 	0	 	 	0
606	 	-5	 	1	 	0	 	0	 	0	 	 	0
607	 	-5	 	1	 	0	 	1	 	0	 	 	0
608	 	-5	 	1	 	0	 	2	 	0	 	 	0
609	 	-5	 	1	 	0.7854	 	0	 	0	 	 	0
610	 	-5	 	1	 	0.7854	 	1	 	0	 	 	0
611	 	-5	 	1	 	0.7854	 	2	 	0	 	 	0
612	 	-5	 	1	 	1.571	 	0	 	0	 	 	0
613	 	-5	 	1	 	1.571	 	1	 	0	 	 	0
614	 	-5	 	1	 	1.571	 	2	 	0	 	 	0
615	 	-5	 	1	 	2.356	 	0	 	0	 	 	0
616	 	-5	 	1	 	2.356	 	1	 	0	 	 	0
617	 	-5	 	1	 	2.356	 	2	 	0	 	 	0
618	 	-5	 	1	 	3.142	 	0	 	0	 	 	0
619	 	-5	 	1	 	3.142	 	1	 	0	 	 	0
620	 	-5	 	1	 	3.142	 	2	 	0	 	 	0
621	 	-5	 	1.5	 	-3.142	 	0	 	0	 	 	0
622	 	-5	 	1.5	 	-3.142	 	1	 	0	 	 	0
623	 	-5	 	1.5	 	-3.142	 	2	 	0	 	 	0
624	 	-5	 	1.5	 	-2.356	 	0	 	0	 	 	0
625	 	-5	 	1.5	 	-2.356	 	1	 	0	 	 	0
626	 	-5	 	1.5	 	-2.356	 	2	 	0	 	 	0
627	 	-5	 	1.5	 	-1.571	 	0	 	0	 	 	0
628	 	-5	 	1.5	 	-1.571	 	1	 	0	 	 	0
629	 	-5	 	1.5	 	-1.571	 	2	 	0	 	 	0
630	 	-5	 	1.5	 	-0.7854	 	0	 	0	 	 	0
631	 	-5	 	1.5	 	-0.7854	 	1	 	0	 	 	0
632	 	-5	 	1.5	 	-0.7854	 	2	 	0	 	 	0
633	 	-5	 	1.5	 	0	 	0	 	0	 	 	0
634	 	-5	 	1.5	 	0	 	1	 	0	 	 	0
635	 	-5	 	1.5	 	0	 	2	 	0	 	 	0
636	 	-5	 	1.5	 	0.7854	 	0	 	0	 	 	0
637	 	-5	 	1.5	 	0.7854	 	1	 	0	 	 	0
638	 	-5	 	1.5	 	0.7854	 	2	 	0	 	 	0
639	 	-5	 	1.5	 	1.571	 	0	 	0	 	 	0
640	 	-5	 	1.5	 	1.571	 	1	 	0	 	 	0
641	 	-5	 	1.5	 	1.571	 	2	 	0	 	 	0
642	 	-5	 	1.5	 	2.356	 	0	 	0	 	 	0
643	 	-5	 	1.5	 	2.356	 	1	 	0	 	 	0
644	 	-5	 	1.5	 	2.356	 	2	 	0	 	 	0
645	 	-5	 	1.5	 	3.142	 	0	 	0	 	 	0
646	 	-5	 	1.5	 	3.142	 	1	 	0	 	 	0
647	 	-5	 	1.5	 	3.142	 	2	 	0	 	 	0
648	 	-5	 	2	 	-3.142	 	0	 	0	 	 	0
649	 	-5	 	2	 	-3.142	 	1	 	0	 	 	0
650	 	-5	 	2	 	-3.142	 	2	 	0	 	 	0
651	 	-5	 	2	 	-2.356	 	0	 	0	 	 	0
652	 	-5	 	2	 	-2.356	 	1	 	0	 	 	0
653	 	-5	 	2	 	-2.356	 	2	 	0	 	 	0
654	 	-5	 	2	 	-1.571	 	0	 	0	 	 	0
655	 	-5	 	2	 	-1.571	 	1	 	0	 	 	0
656	 	-5	 	2	 	-1.571	 	2	 	0	 	 	0
657	 	-5	 	2	 	-0.7854	 	0	 	0	 	 	0
658	 	-5	 	2	 	-0.7854	 	1	 	0	 	 	0
659	 	-5	 	2	 	-0.7854	 	2	 	0	 	 	0
660	 	-5	 	2	 	0	 	0	 	0	 	 	0
661	 	-5	 	2	 	0	 	1	 	0	 	 	0
662	 	-5	 	2	 	0	 	2	 	0	 	 	0
663	 	-5	 	2	 	0.7854	 	0	 	0	 	 	0
664	 	-5	 	2	 	0.7854	 	1	 	0	 	 	0
665	 	-5	 	2	 	0.7854	 	2	 	0	 	 	0
666	 	-5	 	2	 	1.571	 	0	 	0	 	 	0
667	 	-5	 	2	 	1.571	 	1	 	0	 	 	0
668	 	-5	 	2	 	1.571	 	2	 	0	 	 	0
669	 	-5	 	2	 	2.356	 	0	 	0	 	 	0
670	 	-5	 	2	 	2.356	 	1	 	0	 	 	0
671	 	-5	 	2	 	2.356	 	2	 	0	 	 	0
672	 	-5	 	2	 	3.142	 	0	 	0	 	 	0
673	 	-5	 	2	 	3.142	 	1	 	0	 	 	0
674	 	-5	 	2	 	3.142	 	2	 	0	 	 	0
675	 	-5	 	2.5	 	-3.142	 	0	 	0	 	 	0
676	 	-5	 	2.5	 	-3.142	 	1	 	0	 	 	0
677	 	-5	 	2.5	 	-3.142	 	2	 	0	 	 	0
678	 	-5	 	2.5	 	-2.356	 	0	 	0	 	 	0
679	 	-5	 	2.5	 	-2.356	 	1	 	0	 	 	0
680	 	-5	 	2.5	 	-2.356	 	2	 	0	 	 	0
681	 	-5	 	2.5	 	-1.571	 	0	 	0	 	 	0
682	 	-5	 	2.5	 	-1.571	 	1	 	0	 	 	0
683	 	-5	 	2.5	 	-1.571	 	2	 	0	 	 	0
684	 	-5	 	2.5	 	-0.7854	 	0	 	0	 	 	0
685	 	-5	 	2.5	 	-0.7854	 	1	 	0	 	 	0
686	 	-5	 	2.5	 	-0.7854	 	2	 	0	 	 	0
687	 	-5	 	2.5	 	0	 	0	 	0	 	 	0
688	 	-5	 	2.5	 	0	 	1	 	0	 	 	0
689	 	-5	 	2.5	 	0	 	2	 	0	 	 	0
690	 	-5	 	2.5	 	0.7854	 	0	 	0	 	 	0
691	 	-5	 	2.5	 	0.7854	 	1	 	0	 	 	0
692	 	-5	 	2.5	 	0.7854	 	2	 	0	 	 	0
693	 	-5	 	2.5	 	1.571	 	0	 	0	 	 	0
694	 	-5	 	2.5	 	1.571	 	1	 	0	 	 	0
695	 	-5	 	2.5	 	1.571	 	2	 	0	 	 	0
696	 	-5	 	2.5	 	2.356	 	0	 	0	 	 	0
697	 	-5	 	2.5	 	2.356	 	1	 	0	 	 	0
698	 	-5	 	2.5	 	2.356	 	2	 	0	 	 	0
699	 	-5	 	2.5	 	3.142	 	0	 	0	 	 	0
700	 	-5	 	2.5	 	3.142	 	1	 	0	 	 	0
701	 	-5	 	2.5	 	3.142	 	2	 	0	 	 	0
702	 	-5	 	3	 	-3.142	 	0	 	2	 	 	-1.13
703	 	-5	 	3	 	-3.142	 	1	 	2	 	 	-1.999
704	 	-5	 	3	 	-3.142	 	2	 	2	 	 	58.24
705	 	-5	 	3	 	-2.356	 	0	 	0	 	 	60.67
706	 	-5	 	3	 	-2.356	 	1	 	0	 	 	-0.835
707	 	-5	 	3	 	-2.356	 	2	 	0	 	 	-0.8361
708	 	-5	 	3	 	-1.571	 	0	 	1	 	 	-0.9202
709	 	-5	 	3	 	-1.571	 	1	 	1	 	 	58.59
710	 	-5	 	3	 	-1.571	 	2	 	1	 	 	-0.9208
711	 	-5	 	3	 	-0.7854	 	0	 	1	 	 	-1.47
712	 	-5	 	3	 	-0.7854	 	1	 	1	 	 	56.5
713	 	-5	 	3	 	-0.7854	 	2	 	1	 	 	-1.567
714	 	-5	 	3	 	0	 	0	 	1	 	 	-1.982
715	 	-5	 	3	 	0	 	1	 	1	 	 	53.89
716	 	-5	 	3	 	0	 	2	 	1	 	 	-1.994
717	 	-5	 	3	 	0.7854	 	0	 	1	 	 	-2.556
718	 	-5	 	3	 	0.7854	 	1	 	1	 	 	50.76
719	 	-5	 	3	 	0.7854	 	2	 	1	 	 	-2.464
720	 	-5	 	3	 	1.571	 	0	 	1	 	 	-3.085
721	 	-5	 	3	 	1.571	 	1	 	1	 	 	46.51
722	 	-5	 	3	 	1.571	 	2	 	1	 	 	-2.989
723	 	-5	 	3	 	2.356	 	0	 	1	 	 	-3.548
724	 	-5	 	3	 	2.356	 	1	 	1	 	 	41.5
725	 	-5	 	3	 	2.356	 	2	 	1	 	 	-3.603
726	 	-5	 	3	 	3.142	 	0	 	1	 	 	-4.119
727	 	-5	 	3	 	3.142	 	1	 	1	 	 	34.66
728	 	-5	 	3	 	3.142	 	2	 	1	 	 	-4.99
729	 	-5	 	3.5	 	-3.142	 	0	 	2	 	 	-1.393
730	 	-5	 	3.5	 	-3.142	 	1	 	2	 	 	-1.999
731	 	-5	 	3.5	 	-3.142	 	2	 	2	 	 	36.64
732	 	-5	 	3.5	 	-2.356	 	0	 	0	 	 	47.56
733	 	-5	 	3.5	 	-2.356	 	1	 	0	 	 	-1.152
734	 	-5	 	3.5	 	-2.356	 	2	 	0	 	 	-1.114
735	 	-5	 	3.5	 	-1.571	 	0	 	0	 	 	55.33
736	 	-5	 	3.5	 	-1.571	 	1	 	0	 	 	-1.461
737	 	-5	 	3.5	 	-1.571	 	2	 	0	 	 	-1.485
738	 	-5	 	3.5	 	-0.7854	 	0	 	1	 	 	-2.133
739	 	-5	 	3.5	 	-0.7854	 	1	 	1	 	 	51.7
740	 	-5	 	3.5	 	-0.7854	 	2	 	1	 	 	-2.224
741	 	-5	 	3.5	 	0	 	0	 	1	 	 	-2.897
742	 	-5	 	3.5	 	0	 	1	 	1	 	 	47.91
743	 	-5	 	3.5	 	0	 	2	 	1	 	 	-2.887
744	 	-5	 	3.5	 	0.7854	 	0	 	1	 	 	-3.905
745	 	-5	 	3.5	 	0.7854	 	1	 	1	 	 	43.09
746	 	-5	 	3.5	 	0.7854	 	2	 	1	 	 	-3.751
747	 	-5	 	3.5	 	1.571	 	0	 	1	 	 	-4.776
748	 	-5	 	3.5	 	1.571	 	1	 	1	 	 	36.21
749	 	-5	 	3.5	 	1.571	 	2	 	1	 	 	-4.503
750	 	-5	 	3.5	 	2.356	 	0	 	1	 	 	-5.775
751	 	-5	 	3.5	 	2.356	 	1	 	1	 	 	30.26
752	 	-5	 	3.5	 	2.356	 	2	 	1	 	 	-5.173
753	 	-5	 	3.5	 	3.142	 	0	 	1	 	 	-5.637
754	 	-5	 	3.5	 	3.142	 	1	 	1	 	 	16.67
755	 	-5	 	3.5	 	3.142	 	2	 	1	 	 	-5.906
756	 	-4.5	 	0.5	 	-3.142	 	0	 	0	 	 	-1
757	 	-4.5	 	0.5	 	-3.142	 	1	 	0	 	 	-1
758	 	-4.5	 	0.5	 	-3.142	 	2	 	0	 	 	-1.005
759	 	-4.5	 	0.5	 	-2.356	 	0	 	1	 	 	-1.999
760	 	-4.5	 	0.5	 	-2.356	 	1	 	1	 	 	-1.99
761	 	-4.5	 	0.5	 	-2.356	 	2	 	1	 	 	-2.145
762	 	-4.5	 	0.5	 	-1.571	 	0	 	1	 	 	-2.997
